time_sec,hour_of_day,power_mw,wind_speed_mph
65540,18.21,8.93,9.45
65550,18.21,9.471,9.73
65560,18.21,9.382,9.69
65570,18.21,9.061,9.52
65580,18.22,9.325,9.66
65590,18.22,9.367,9.68
65600,18.22,9.199,9.59
65610,18.23,9.329,9.66
65620,18.23,9.592,9.79
65630,18.23,9.314,9.65
65640,18.23,9.423,9.71
65650,18.24,9.892,9.95
65660,18.24,9.691,9.84
65670,18.24,9.673,9.84
65680,18.24,9.206,9.6
65690,18.25,9.247,9.62
65700,18.25,8.92,9.44
65710,18.25,9.429,9.71
65720,18.26,9.132,9.56
65730,18.26,8.953,9.46
65740,18.26,9.199,9.59
65750,18.26,9.083,9.53
65760,18.27,9.483,9.74
65770,18.27,8.855,9.41
65780,18.27,9.064,9.52
65790,18.27,9.393,9.69
65800,18.28,9.676,9.84
65810,18.28,9.539,9.77
65820,18.28,8.961,9.47
65830,18.29,8.71,9.33
65840,18.29,8.979,9.48
65850,18.29,8.92,9.44
65860,18.29,9.416,9.7
65870,18.3,9.33,9.66
65880,18.3,9.119,9.55
65890,18.3,8.824,9.39
65900,18.31,8.516,9.23
65910,18.31,8.29,9.1
65920,18.31,7.622,8.73
65930,18.31,8.168,9.04
65940,18.32,7.744,8.8
65950,18.32,7.321,8.56
65960,18.32,7.5,8.66
65970,18.32,7.515,8.67
65980,18.33,7.665,8.75
65990,18.33,7.285,8.54
66000,18.33,6.904,8.31
66010,18.34,7.459,8.64
66020,18.34,7.589,8.71
66030,18.34,7.814,8.84
66040,18.34,7.696,8.77
66050,18.35,7.606,8.72
66060,18.35,7.614,8.73
66070,18.35,7.751,8.8
66080,18.36,7.575,8.7
66090,18.36,7.437,8.62
66100,18.36,7.661,8.75
66110,18.36,7.691,8.77
66120,18.37,7.606,8.72
66130,18.37,7.399,8.6
66140,18.37,7.488,8.65
66150,18.38,7.431,8.62
66160,18.38,7.376,8.59
66170,18.38,7.41,8.61
66180,18.38,7.438,8.62
66190,18.39,7.767,8.81
66200,18.39,8.42,9.18
66210,18.39,8.83,9.4
66220,18.39,8.89,9.43
66230,18.4,8.802,9.38
66240,18.4,8.99,9.48
66250,18.4,8.968,9.47
66260,18.41,9.188,9.59
66270,18.41,9.075,9.53
66280,18.41,9.131,9.56
66290,18.41,9.098,9.54
66300,18.42,9.028,9.5
66310,18.42,8.976,9.47
66320,18.42,9.308,9.65
66330,18.43,9.096,9.54
66340,18.43,9.048,9.51
66350,18.43,8.753,9.36
66360,18.43,8.715,9.34
66370,18.44,8.746,9.35
66380,18.44,8.735,9.35
66390,18.44,8.79,9.38
66400,18.44,8.488,9.21
66410,18.45,8.742,9.35
66420,18.45,9.078,9.53
66430,18.45,9.047,9.51
66440,18.46,8.855,9.41
66450,18.46,8.885,9.43
66460,18.46,8.554,9.25
66470,18.46,8.839,9.4
66480,18.47,8.358,9.14
66490,18.47,8.278,9.1
66500,18.47,7.832,8.85
66510,18.48,7.91,8.89
66520,18.48,8.214,9.06
66530,18.48,8.565,9.25
66540,18.48,8.999,9.49
66550,18.49,8.881,9.42
66560,18.49,8.311,9.12
66570,18.49,8.537,9.24
66580,18.49,8.305,9.11
66590,18.5,8.197,9.05
66600,18.5,8.081,8.99
66610,18.5,8.441,9.19
66620,18.51,8.182,9.05
66630,18.51,8.039,8.97
66640,18.51,7.459,8.64
66650,18.51,7.792,8.83
66660,18.52,8.273,9.1
66670,18.52,8.278,9.1
66680,18.52,8.332,9.13
66690,18.52,8.079,8.99
66700,18.53,7.838,8.85
66710,18.53,8.483,9.21
66720,18.53,8.37,9.15
66730,18.54,8.059,8.98
66740,18.54,8.367,9.15
66750,18.54,8.464,9.2
66760,18.54,8.445,9.19
66770,18.55,7.704,8.78
66780,18.55,7.997,8.94
66790,18.55,8.561,9.25
66800,18.56,8.327,9.13
66810,18.56,8.269,9.09
66820,18.56,8.372,9.15
66830,18.56,8.17,9.04
66840,18.57,8.319,9.12
66850,18.57,8.375,9.15
66860,18.57,8.261,9.09
66870,18.57,7.925,8.9
66880,18.58,8.035,8.96
66890,18.58,8.401,9.17
66900,18.58,8.366,9.15
66910,18.59,8.239,9.08
66920,18.59,8.092,9.0
66930,18.59,8.036,8.96
66940,18.59,8.142,9.02
66950,18.6,8.46,9.2
66960,18.6,8.459,9.2
66970,18.6,8.548,9.25
66980,18.61,9.002,9.49
66990,18.61,8.819,9.39
67000,18.61,8.742,9.35
67010,18.61,9.104,9.54
67020,18.62,9.419,9.7
67030,18.62,9.229,9.61
67040,18.62,8.987,9.48
67050,18.62,9.178,9.58
67060,18.63,8.989,9.48
67070,18.63,9.036,9.51
67080,18.63,9.113,9.55
67090,18.64,8.956,9.46
67100,18.64,8.866,9.42
67110,18.64,9.079,9.53
67120,18.64,8.941,9.46
67130,18.65,8.137,9.02
67140,18.65,7.903,8.89
67150,18.65,8.253,9.08
67160,18.66,8.336,9.13
67170,18.66,8.793,9.38
67180,18.66,9.19,9.59
67190,18.66,8.663,9.31
67200,18.67,8.811,9.39
67210,18.67,8.952,9.46
67220,18.67,9.1,9.54
67230,18.68,9.561,9.78
67240,18.68,9.767,9.88
67250,18.68,9.771,9.88
67260,18.68,9.406,9.7
67270,18.69,9.068,9.52
67280,18.69,9.21,9.6
67290,18.69,9.31,9.65
67300,18.69,9.458,9.73
67310,18.7,9.986,9.99
67320,18.7,9.997,10.0
67330,18.7,10.109,10.05
67340,18.71,9.915,9.96
67350,18.71,9.638,9.82
67360,18.71,9.504,9.75
67370,18.71,9.33,9.66
67380,18.72,8.79,9.38
67390,18.72,8.894,9.43
67400,18.72,8.967,9.47
67410,18.73,8.769,9.36
67420,18.73,9.017,9.5
67430,18.73,8.993,9.48
67440,18.73,8.86,9.41
67450,18.74,8.82,9.39
67460,18.74,9.086,9.53
67470,18.74,8.993,9.48
67480,18.74,9.164,9.57
67490,18.75,9.682,9.84
67500,18.75,9.66,9.83
67510,18.75,9.932,9.97
67520,18.76,10.509,10.25
67530,18.76,10.313,10.16
67540,18.76,10.54,10.27
67550,18.76,10.582,10.29
67560,18.77,10.797,10.39
67570,18.77,10.67,10.33
67580,18.77,10.658,10.32
67590,18.77,10.787,10.39
67600,18.78,10.858,10.42
67610,18.78,10.793,10.39
67620,18.78,10.716,10.35
67630,18.79,10.608,10.3
67640,18.79,10.884,10.43
67650,18.79,11.3,10.63
67660,18.79,11.273,10.62
67670,18.8,11.575,10.76
67680,18.8,11.92,10.92
67690,18.8,12.464,11.16
67700,18.81,12.576,11.21
67710,18.81,12.515,11.19
67720,18.81,12.894,11.36
67730,18.81,13.132,11.46
67740,18.82,12.928,11.37
67750,18.82,12.801,11.31
67760,18.82,12.832,11.33
67770,18.82,13.169,11.48
67780,18.83,12.819,11.32
67790,18.83,12.708,11.27
67800,18.83,13.039,11.42
67810,18.84,13.092,11.44
67820,18.84,12.916,11.36
67830,18.84,13.025,11.41
67840,18.84,13.264,11.52
67850,18.85,13.62,11.67
67860,18.85,13.63,11.67
67870,18.85,13.38,11.57
67880,18.86,13.334,11.55
67890,18.86,13.806,11.75
67900,18.86,13.44,11.59
67910,18.86,13.256,11.51
67920,18.87,12.392,11.13
67930,18.87,12.26,11.07
67940,18.87,12.285,11.08
67950,18.88,12.478,11.17
67960,18.88,13.035,11.42
67970,18.88,13.201,11.49
67980,18.88,12.834,11.33
67990,18.89,11.834,10.88
68000,18.89,11.464,10.71
68010,18.89,11.409,10.68
68020,18.89,10.952,10.47
68030,18.9,10.947,10.46
68040,18.9,11.017,10.5
68050,18.9,11.102,10.54
68060,18.91,10.742,10.36
68070,18.91,10.667,10.33
68080,18.91,10.55,10.27
68090,18.91,10.782,10.38
68100,18.92,10.973,10.48
68110,18.92,10.746,10.37
68120,18.92,11.052,10.51
68130,18.93,11.224,10.59
68140,18.93,11.523,10.73
68150,18.93,11.296,10.63
68160,18.93,11.338,10.65
68170,18.94,11.362,10.66
68180,18.94,11.464,10.71
68190,18.94,11.868,10.89
68200,18.94,12.067,10.98
68210,18.95,12.675,11.26
68220,18.95,12.431,11.15
68230,18.95,13.108,11.45
68240,18.96,13.41,11.58
68250,18.96,13.856,11.77
68260,18.96,13.993,11.83
68270,18.96,13.81,11.75
68280,18.97,13.9,11.79
68290,18.97,13.662,11.69
68300,18.97,13.691,11.7
68310,18.98,13.609,11.67
68320,18.98,13.377,11.57
68330,18.98,13.29,11.53
68340,18.98,13.249,11.51
68350,18.99,13.1,11.45
68360,18.99,13.175,11.48
68370,18.99,13.83,11.76
68380,18.99,13.547,11.64
68390,19.0,13.849,11.77
68400,19.0,13.43,11.59
68410,19.0,14.02,11.84
68420,19.01,14.011,11.84
68430,19.01,13.885,11.78
68440,19.01,13.529,11.63
68450,19.01,13.447,11.6
68460,19.02,13.698,11.7
68470,19.02,13.872,11.78
68480,19.02,14.166,11.9
68490,19.02,13.843,11.77
68500,19.03,14.594,12.08
68510,19.03,15.0,12.25
68520,19.03,15.0,12.25
68530,19.04,14.514,12.05
68540,19.04,14.467,12.03
68550,19.04,14.017,11.84
68560,19.04,14.221,11.93
68570,19.05,14.323,11.97
68580,19.05,13.838,11.76
68590,19.05,13.864,11.77
68600,19.06,13.8,11.75
68610,19.06,14.164,11.9
68620,19.06,13.932,11.8
68630,19.06,13.654,11.68
68640,19.07,13.34,11.55
68650,19.07,13.258,11.51
68660,19.07,13.457,11.6
68670,19.07,13.623,11.67
68680,19.08,13.503,11.62
68690,19.08,13.544,11.64
68700,19.08,13.483,11.61
68710,19.09,13.221,11.5
68720,19.09,12.999,11.4
68730,19.09,13.086,11.44
68740,19.09,12.797,11.31
68750,19.1,13.062,11.43
68760,19.1,12.625,11.24
68770,19.1,12.288,11.09
68780,19.11,11.806,10.87
68790,19.11,11.926,10.92
68800,19.11,12.113,11.01
68810,19.11,12.543,11.2
68820,19.12,12.557,11.21
68830,19.12,12.848,11.33
68840,19.12,13.036,11.42
68850,19.12,13.068,11.43
68860,19.13,13.024,11.41
68870,19.13,13.005,11.4
68880,19.13,13.09,11.44
68890,19.14,12.611,11.23
68900,19.14,12.552,11.2
68910,19.14,13.254,11.51
68920,19.14,13.382,11.57
68930,19.15,13.627,11.67
68940,19.15,13.355,11.56
68950,19.15,13.552,11.64
68960,19.16,13.91,11.79
68970,19.16,13.518,11.63
68980,19.16,13.177,11.48
68990,19.16,12.672,11.26
69000,19.17,12.73,11.28
69010,19.17,12.933,11.37
69020,19.17,13.155,11.47
69030,19.18,13.299,11.53
69040,19.18,13.537,11.63
69050,19.18,13.289,11.53
69060,19.18,12.792,11.31
69070,19.19,12.704,11.27
69080,19.19,12.872,11.35
69090,19.19,12.426,11.15
69100,19.19,12.274,11.08
69110,19.2,12.275,11.08
69120,19.2,12.614,11.23
69130,19.2,12.497,11.18
69140,19.21,12.872,11.35
69150,19.21,13.32,11.54
69160,19.21,12.915,11.36
69170,19.21,12.822,11.32
69180,19.22,12.484,11.17
69190,19.22,11.953,10.93
69200,19.22,12.142,11.02
69210,19.23,12.16,11.03
69220,19.23,11.55,10.75
69230,19.23,11.89,10.9
69240,19.23,11.286,10.62
69250,19.24,11.276,10.62
69260,19.24,10.97,10.47
69270,19.24,10.675,10.33
69280,19.24,10.867,10.42
69290,19.25,10.878,10.43
69300,19.25,10.62,10.31
69310,19.25,10.355,10.18
69320,19.26,9.796,9.9
69330,19.26,10.13,10.06
69340,19.26,10.081,10.04
69350,19.26,9.638,9.82
69360,19.27,9.619,9.81
69370,19.27,9.388,9.69
69380,19.27,9.479,9.74
69390,19.27,10.015,10.01
69400,19.28,9.907,9.95
69410,19.28,10.095,10.05
69420,19.28,10.572,10.28
69430,19.29,10.516,10.25
69440,19.29,10.551,10.27
69450,19.29,10.216,10.11
69460,19.29,10.237,10.12
69470,19.3,9.987,9.99
69480,19.3,9.461,9.73
69490,19.3,9.727,9.86
69500,19.31,9.725,9.86
69510,19.31,9.709,9.85
69520,19.31,9.639,9.82
69530,19.31,9.64,9.82
69540,19.32,10.067,10.03
69550,19.32,10.318,10.16
69560,19.32,10.819,10.4
69570,19.32,10.38,10.19
69580,19.33,10.736,10.36
69590,19.33,11.129,10.55
69600,19.33,11.223,10.59
69610,19.34,11.457,10.7
69620,19.34,10.837,10.41
69630,19.34,10.888,10.43
69640,19.34,11.398,10.68
69650,19.35,11.684,10.81
69660,19.35,11.618,10.78
69670,19.35,12.258,11.07
69680,19.36,12.198,11.04
69690,19.36,11.613,10.78
69700,19.36,11.802,10.86
69710,19.36,11.98,10.95
69720,19.37,11.962,10.94
69730,19.37,11.628,10.78
69740,19.37,11.581,10.76
69750,19.38,11.584,10.76
69760,19.38,11.608,10.77
69770,19.38,12.052,10.98
69780,19.38,11.771,10.85
69790,19.39,12.101,11.0
69800,19.39,12.201,11.05
69810,19.39,12.371,11.12
69820,19.39,12.051,10.98
69830,19.4,12.589,11.22
69840,19.4,12.706,11.27
69850,19.4,12.743,11.29
69860,19.41,12.396,11.13
69870,19.41,12.463,11.16
69880,19.41,12.459,11.16
69890,19.41,12.134,11.02
69900,19.42,12.586,11.22
69910,19.42,12.174,11.03
69920,19.42,11.589,10.77
69930,19.43,11.64,10.79
69940,19.43,11.676,10.81
69950,19.43,11.878,10.9
69960,19.43,12.084,10.99
69970,19.44,12.612,11.23
69980,19.44,12.925,11.37
69990,19.44,12.483,11.17
70000,19.44,12.667,11.25
70010,19.45,12.494,11.18
70020,19.45,12.417,11.14
70030,19.45,12.27,11.08
70040,19.46,12.085,10.99
70050,19.46,12.341,11.11
70060,19.46,11.952,10.93
70070,19.46,11.729,10.83
70080,19.47,11.366,10.66
70090,19.47,11.309,10.63
70100,19.47,11.243,10.6
70110,19.48,10.893,10.44
70120,19.48,11.404,10.68
70130,19.48,11.462,10.71
70140,19.48,11.779,10.85
70150,19.49,11.836,10.88
70160,19.49,11.744,10.84
70170,19.49,11.384,10.67
70180,19.49,11.594,10.77
70190,19.5,11.424,10.69
70200,19.5,11.396,10.68
70210,19.5,11.161,10.56
70220,19.51,11.231,10.6
70230,19.51,11.067,10.52
70240,19.51,11.498,10.72
70250,19.51,11.879,10.9
70260,19.52,11.688,10.81
70270,19.52,11.816,10.87
70280,19.52,12.07,10.99
70290,19.52,12.185,11.04
70300,19.53,11.954,10.93
70310,19.53,12.173,11.03
70320,19.53,11.904,10.91
70330,19.54,11.548,10.75
70340,19.54,12.052,10.98
70350,19.54,12.13,11.01
70360,19.54,11.841,10.88
70370,19.55,11.122,10.55
70380,19.55,11.138,10.55
70390,19.55,11.278,10.62
70400,19.56,11.325,10.64
70410,19.56,11.051,10.51
70420,19.56,11.054,10.51
70430,19.56,11.158,10.56
70440,19.57,11.154,10.56
70450,19.57,10.993,10.48
70460,19.57,10.847,10.41
70470,19.57,10.997,10.49
70480,19.58,11.136,10.55
70490,19.58,11.039,10.51
70500,19.58,11.376,10.67
70510,19.59,11.113,10.54
70520,19.59,11.025,10.5
70530,19.59,10.886,10.43
70540,19.59,11.32,10.64
70550,19.6,11.391,10.67
70560,19.6,11.446,10.7
70570,19.6,11.481,10.72
70580,19.61,11.066,10.52
70590,19.61,11.6,10.77
70600,19.61,11.601,10.77
70610,19.61,11.623,10.78
70620,19.62,11.648,10.79
70630,19.62,11.538,10.74
70640,19.62,11.317,10.64
70650,19.62,11.437,10.69
70660,19.63,11.16,10.56
70670,19.63,11.388,10.67
70680,19.63,11.148,10.56
70690,19.64,11.461,10.71
70700,19.64,11.124,10.55
70710,19.64,10.945,10.46
70720,19.64,10.845,10.41
70730,19.65,10.687,10.34
70740,19.65,10.795,10.39
70750,19.65,10.858,10.42
70760,19.66,10.901,10.44
70770,19.66,10.676,10.33
70780,19.66,10.79,10.39
70790,19.66,10.757,10.37
70800,19.67,11.063,10.52
70810,19.67,10.991,10.48
70820,19.67,11.047,10.51
70830,19.68,10.617,10.3
70840,19.68,10.469,10.23
70850,19.68,10.438,10.22
70860,19.68,10.618,10.3
70870,19.69,11.03,10.5
70880,19.69,11.042,10.51
70890,19.69,10.897,10.44
70900,19.69,10.712,10.35
70910,19.7,10.323,10.16
70920,19.7,10.451,10.22
70930,19.7,10.338,10.17
70940,19.71,10.328,10.16
70950,19.71,10.291,10.14
70960,19.71,10.684,10.34
70970,19.71,10.786,10.39
70980,19.72,10.4,10.2
70990,19.72,10.137,10.07
71000,19.72,10.437,10.22
71010,19.73,10.484,10.24
71020,19.73,10.445,10.22
71030,19.73,10.513,10.25
71040,19.73,10.673,10.33
71050,19.74,10.873,10.43
71060,19.74,11.094,10.53
71070,19.74,10.821,10.4
71080,19.74,10.861,10.42
71090,19.75,10.966,10.47
71100,19.75,11.127,10.55
71110,19.75,10.952,10.47
71120,19.76,10.396,10.2
71130,19.76,10.449,10.22
71140,19.76,10.583,10.29
71150,19.76,10.078,10.04
71160,19.77,9.586,9.79
71170,19.77,9.482,9.74
71180,19.77,9.778,9.89
71190,19.77,10.169,10.08
71200,19.78,10.152,10.08
71210,19.78,9.94,9.97
71220,19.78,10.082,10.04
71230,19.79,9.499,9.75
71240,19.79,9.293,9.64
71250,19.79,9.395,9.69
71260,19.79,10.061,10.03
71270,19.8,9.974,9.99
71280,19.8,9.793,9.9
71290,19.8,10.108,10.05
71300,19.81,9.935,9.97
71310,19.81,9.951,9.98
71320,19.81,10.132,10.07
71330,19.81,10.731,10.36
71340,19.82,11.142,10.56
71350,19.82,11.312,10.64
71360,19.82,11.613,10.78
71370,19.82,11.767,10.85
71380,19.83,11.471,10.71
71390,19.83,11.249,10.61
71400,19.83,11.329,10.64
71410,19.84,11.218,10.59
71420,19.84,10.766,10.38
71430,19.84,10.627,10.31
71440,19.84,10.497,10.25
71450,19.85,10.426,10.21
71460,19.85,10.95,10.46
71470,19.85,10.746,10.37
71480,19.86,10.518,10.26
71490,19.86,10.426,10.21
71500,19.86,10.642,10.32
71510,19.86,10.902,10.44
71520,19.87,10.999,10.49
71530,19.87,10.613,10.3
71540,19.87,10.884,10.43
71550,19.88,10.699,10.34
71560,19.88,10.733,10.36
71570,19.88,10.819,10.4
71580,19.88,10.813,10.4
71590,19.89,10.363,10.18
71600,19.89,10.729,10.36
71610,19.89,10.857,10.42
71620,19.89,10.722,10.35
71630,19.9,10.531,10.26
71640,19.9,10.576,10.28
71650,19.9,9.624,9.81
71660,19.91,9.759,9.88
71670,19.91,10.342,10.17
71680,19.91,10.153,10.08
71690,19.91,10.397,10.2
71700,19.92,10.555,10.27
71710,19.92,10.606,10.3
71720,19.92,11.119,10.54
71730,19.93,11.288,10.62
71740,19.93,11.687,10.81
71750,19.93,11.636,10.79
71760,19.93,11.676,10.81
71770,19.94,11.972,10.94
71780,19.94,12.12,11.01
71790,19.94,11.966,10.94
71800,19.94,11.646,10.79
71810,19.95,11.239,10.6
71820,19.95,11.474,10.71
71830,19.95,11.452,10.7
71840,19.96,11.382,10.67
71850,19.96,11.079,10.53
71860,19.96,10.468,10.23
71870,19.96,10.732,10.36
71880,19.97,10.514,10.25
71890,19.97,10.804,10.39
71900,19.97,10.883,10.43
71910,19.98,11.356,10.66
71920,19.98,11.572,10.76
71930,19.98,11.877,10.9
71940,19.98,11.883,10.9
71950,19.99,11.416,10.68
71960,19.99,10.827,10.41
71970,19.99,10.892,10.44
71980,19.99,10.788,10.39
71990,20.0,10.471,10.23
72000,20.0,10.601,10.3
72010,20.0,10.87,10.43
72020,20.01,10.714,10.35
72030,20.01,11.017,10.5
72040,20.01,10.606,10.3
72050,20.01,10.54,10.27
72060,20.02,10.235,10.12
72070,20.02,10.398,10.2
72080,20.02,10.16,10.08
72090,20.02,9.872,9.94
72100,20.03,9.596,9.8
72110,20.03,9.541,9.77
72120,20.03,9.495,9.74
72130,20.04,9.121,9.55
72140,20.04,9.488,9.74
72150,20.04,9.722,9.86
72160,20.04,9.724,9.86
72170,20.05,9.713,9.86
72180,20.05,9.811,9.9
72190,20.05,9.812,9.91
72200,20.06,9.931,9.97
72210,20.06,10.396,10.2
72220,20.06,10.638,10.31
72230,20.06,10.451,10.22
72240,20.07,10.428,10.21
72250,20.07,10.877,10.43
72260,20.07,10.914,10.45
72270,20.07,10.882,10.43
72280,20.08,10.756,10.37
72290,20.08,11.018,10.5
72300,20.08,11.247,10.61
72310,20.09,11.235,10.6
72320,20.09,11.189,10.58
72330,20.09,11.109,10.54
72340,20.09,10.854,10.42
72350,20.1,10.457,10.23
72360,20.1,10.899,10.44
72370,20.1,11.564,10.75
72380,20.11,11.888,10.9
72390,20.11,12.095,11.0
72400,20.11,12.359,11.12
72410,20.11,12.243,11.06
72420,20.12,12.105,11.0
72430,20.12,12.334,11.11
72440,20.12,12.546,11.2
72450,20.12,12.304,11.09
72460,20.13,12.039,10.97
72470,20.13,11.644,10.79
72480,20.13,12.028,10.97
72490,20.14,11.843,10.88
72500,20.14,11.463,10.71
72510,20.14,11.183,10.57
72520,20.14,11.594,10.77
72530,20.15,11.691,10.81
72540,20.15,11.683,10.81
72550,20.15,11.688,10.81
72560,20.16,11.7,10.82
72570,20.16,11.948,10.93
72580,20.16,11.612,10.78
72590,20.16,11.232,10.6
72600,20.17,11.434,10.69
72610,20.17,11.513,10.73
72620,20.17,11.351,10.65
72630,20.18,11.106,10.54
72640,20.18,11.063,10.52
72650,20.18,10.827,10.41
72660,20.18,10.555,10.27
72670,20.19,10.775,10.38
72680,20.19,10.745,10.37
72690,20.19,10.294,10.15
72700,20.19,10.078,10.04
72710,20.2,10.403,10.2
72720,20.2,9.89,9.94
72730,20.2,10.061,10.03
72740,20.21,9.556,9.78
72750,20.21,10.215,10.11
72760,20.21,10.588,10.29
72770,20.21,10.233,10.12
72780,20.22,10.383,10.19
72790,20.22,10.229,10.11
72800,20.22,10.016,10.01
72810,20.23,10.511,10.25
72820,20.23,10.658,10.32
72830,20.23,10.588,10.29
72840,20.23,10.707,10.35
72850,20.24,10.71,10.35
72860,20.24,11.302,10.63
72870,20.24,11.357,10.66
72880,20.24,11.858,10.89
72890,20.25,12.501,11.18
72900,20.25,12.653,11.25
72910,20.25,12.94,11.38
72920,20.26,13.052,11.42
72930,20.26,12.799,11.31
72940,20.26,12.767,11.3
72950,20.26,12.316,11.1
72960,20.27,12.511,11.19
72970,20.27,12.113,11.01
72980,20.27,11.884,10.9
72990,20.27,11.866,10.89
73000,20.28,11.971,10.94
73010,20.28,12.014,10.96
73020,20.28,11.704,10.82
73030,20.29,11.676,10.81
73040,20.29,12.185,11.04
73050,20.29,11.863,10.89
73060,20.29,11.371,10.66
73070,20.3,11.591,10.77
73080,20.3,11.316,10.64
73090,20.3,11.289,10.62
73100,20.31,10.871,10.43
73110,20.31,11.089,10.53
73120,20.31,10.881,10.43
73130,20.31,11.416,10.68
73140,20.32,11.736,10.83
73150,20.32,11.199,10.58
73160,20.32,10.652,10.32
73170,20.32,10.501,10.25
73180,20.33,10.895,10.44
73190,20.33,10.831,10.41
73200,20.33,10.606,10.3
73210,20.34,10.36,10.18
73220,20.34,10.244,10.12
73230,20.34,10.126,10.06
73240,20.34,10.529,10.26
73250,20.35,10.692,10.34
73260,20.35,10.937,10.46
73270,20.35,10.514,10.25
73280,20.36,10.657,10.32
73290,20.36,10.375,10.19
73300,20.36,10.42,10.21
73310,20.36,10.565,10.28
73320,20.37,10.436,10.22
73330,20.37,10.458,10.23
73340,20.37,10.404,10.2
73350,20.38,10.869,10.43
73360,20.38,11.434,10.69
73370,20.38,11.427,10.69
73380,20.38,10.965,10.47
73390,20.39,11.072,10.52
73400,20.39,10.794,10.39
73410,20.39,10.913,10.45
73420,20.39,11.777,10.85
73430,20.4,11.7,10.82
73440,20.4,11.369,10.66
73450,20.4,11.539,10.74
73460,20.41,10.984,10.48
73470,20.41,10.822,10.4
73480,20.41,11.172,10.57
73490,20.41,10.697,10.34
73500,20.42,11.008,10.49
73510,20.42,10.934,10.46
73520,20.42,11.171,10.57
73530,20.43,11.363,10.66
73540,20.43,11.125,10.55
73550,20.43,11.452,10.7
73560,20.43,11.822,10.87
73570,20.44,11.542,10.74
73580,20.44,11.15,10.56
73590,20.44,10.877,10.43
73600,20.44,10.875,10.43
73610,20.45,10.851,10.42
73620,20.45,10.583,10.29
73630,20.45,10.483,10.24
73640,20.46,10.253,10.13
73650,20.46,10.45,10.22
73660,20.46,10.591,10.29
73670,20.46,9.67,9.83
73680,20.47,9.909,9.95
73690,20.47,10.161,10.08
73700,20.47,10.057,10.03
73710,20.48,10.313,10.16
73720,20.48,10.756,10.37
73730,20.48,10.583,10.29
73740,20.48,10.652,10.32
73750,20.49,11.749,10.84
73760,20.49,11.925,10.92
73770,20.49,11.974,10.94
73780,20.49,12.277,11.08
73790,20.5,12.27,11.08
73800,20.5,12.468,11.17
73810,20.5,12.9,11.36
73820,20.51,12.788,11.31
73830,20.51,12.863,11.34
73840,20.51,12.652,11.25
73850,20.51,13.158,11.47
73860,20.52,13.004,11.4
73870,20.52,13.447,11.6
73880,20.52,13.135,11.46
73890,20.52,13.331,11.55
73900,20.53,13.473,11.61
73910,20.53,13.726,11.72
73920,20.53,13.717,11.71
73930,20.54,13.752,11.73
73940,20.54,13.484,11.61
73950,20.54,13.213,11.49
73960,20.54,12.659,11.25
73970,20.55,12.876,11.35
73980,20.55,12.97,11.39
73990,20.55,12.45,11.16
74000,20.56,12.71,11.27
74010,20.56,12.598,11.22
74020,20.56,12.926,11.37
74030,20.56,12.804,11.32
74040,20.57,13.316,11.54
74050,20.57,13.108,11.45
74060,20.57,12.843,11.33
74070,20.57,12.553,11.2
74080,20.58,12.592,11.22
74090,20.58,12.702,11.27
74100,20.58,12.826,11.33
74110,20.59,13.111,11.45
74120,20.59,12.739,11.29
74130,20.59,13.094,11.44
74140,20.59,13.329,11.55
74150,20.6,13.378,11.57
74160,20.6,13.226,11.5
74170,20.6,13.444,11.59
74180,20.61,13.297,11.53
74190,20.61,13.312,11.54
74200,20.61,13.281,11.52
74210,20.61,13.041,11.42
74220,20.62,12.944,11.38
74230,20.62,13.098,11.44
74240,20.62,13.257,11.51
74250,20.62,13.156,11.47
74260,20.63,13.161,11.47
74270,20.63,13.062,11.43
74280,20.63,13.105,11.45
74290,20.64,13.518,11.63
74300,20.64,12.975,11.39
74310,20.64,12.733,11.28
74320,20.64,12.089,11.0
74330,20.65,12.026,10.97
74340,20.65,12.252,11.07
74350,20.65,12.713,11.28
74360,20.66,13.187,11.48
74370,20.66,13.63,11.67
74380,20.66,13.933,11.8
74390,20.66,13.781,11.74
74400,20.67,13.146,11.47
74410,20.67,12.962,11.38
74420,20.67,12.633,11.24
74430,20.68,12.125,11.01
74440,20.68,12.317,11.1
74450,20.68,12.254,11.07
74460,20.68,12.013,10.96
74470,20.69,11.999,10.95
74480,20.69,11.933,10.92
74490,20.69,12.178,11.04
74500,20.69,12.415,11.14
74510,20.7,11.927,10.92
74520,20.7,12.01,10.96
74530,20.7,12.044,10.97
74540,20.71,11.934,10.92
74550,20.71,11.794,10.86
74560,20.71,11.69,10.81
74570,20.71,11.697,10.82
74580,20.72,11.648,10.79
74590,20.72,11.898,10.91
74600,20.72,12.206,11.05
74610,20.73,12.63,11.24
74620,20.73,12.565,11.21
74630,20.73,12.589,11.22
74640,20.73,12.966,11.39
74650,20.74,12.795,11.31
74660,20.74,12.507,11.18
74670,20.74,12.111,11.0
74680,20.74,12.424,11.15
74690,20.75,12.087,10.99
74700,20.75,12.556,11.21
74710,20.75,12.81,11.32
74720,20.76,12.576,11.21
74730,20.76,12.51,11.18
74740,20.76,12.625,11.24
74750,20.76,12.287,11.08
74760,20.77,12.902,11.36
74770,20.77,12.927,11.37
74780,20.77,12.896,11.36
74790,20.77,12.748,11.29
74800,20.78,12.543,11.2
74810,20.78,12.887,11.35
74820,20.78,12.589,11.22
74830,20.79,13.129,11.46
74840,20.79,13.478,11.61
