time_sec,grid_power_mw,gas1_power_mw,gas2_power_mw,gas3_power_mw,wind_power_mw,solar_power_mw,bess_soc_percent,bess_power_mw,critical1_load_mw,critical2_load_mw,hvac_load_mw,aux_load_mw,total_load_mw
45240,15.45,8.5,8.5,10.0,1.26,1.85,24.8,0.0,18.52,18.97,4.84,3.24,45.57
45300,15.0,8.5,8.5,9.48,1.23,1.9,24.8,0.0,18.13,18.19,4.76,3.52,44.61
45360,15.0,8.5,8.5,8.93,1.2,2.02,24.8,0.0,18.22,18.08,4.62,3.22,44.15
45420,15.16,8.5,8.5,10.0,1.2,1.78,24.8,0.0,18.0,18.91,4.71,3.52,45.14
45480,15.59,8.5,8.5,10.0,1.23,2.04,24.8,0.0,18.71,18.75,4.81,3.6,45.87
45540,15.0,8.5,8.5,9.98,1.16,1.92,24.8,0.0,18.92,18.35,4.82,2.98,45.06
45600,15.22,8.5,8.5,10.0,1.18,1.78,24.8,0.0,18.77,18.38,4.62,3.42,45.19
45660,15.46,8.5,8.5,10.0,1.17,1.88,24.8,0.0,18.83,18.75,4.73,3.19,45.51
45720,15.39,8.5,8.5,10.0,1.08,2.04,24.8,0.0,18.98,18.25,4.75,3.53,45.51
45780,15.34,8.5,8.5,10.0,1.16,2.02,24.8,0.0,18.6,18.96,4.89,3.07,45.52
45840,15.03,8.5,8.5,10.0,1.1,2.04,24.8,0.0,18.12,18.72,4.72,3.61,45.17
45900,15.0,8.5,8.5,9.66,1.17,1.77,24.8,0.0,18.51,18.21,4.74,3.14,44.6
45960,15.0,8.5,8.5,9.09,1.1,2.02,24.8,0.0,18.17,18.43,4.81,2.81,44.22
46020,15.51,8.5,8.5,10.0,1.03,1.9,24.8,0.0,18.32,18.83,4.83,3.46,45.44
46080,15.0,8.5,8.5,9.93,1.02,2.04,24.8,0.0,18.08,18.57,4.77,3.56,44.98
46140,15.49,8.5,8.5,10.0,1.18,1.94,24.8,0.0,18.58,18.83,4.85,3.35,45.61
46200,15.41,8.5,8.5,10.0,1.15,1.82,24.8,0.0,18.95,18.19,4.64,3.59,45.38
46260,15.0,8.5,8.5,9.51,1.09,1.85,24.8,0.0,18.23,18.52,4.82,2.88,44.45
46320,15.71,8.5,8.5,10.0,1.07,1.76,24.8,0.0,18.78,18.58,4.72,3.45,45.53
46380,15.0,8.5,8.5,9.27,1.07,1.99,24.8,0.0,18.64,18.12,4.75,2.82,44.33
46440,15.0,8.5,8.5,9.24,1.14,2.06,24.8,0.0,18.45,18.41,4.72,2.86,44.44
46500,15.06,8.5,8.5,10.0,1.27,1.87,24.8,0.0,18.67,18.46,4.8,3.27,45.2
46560,15.0,8.5,8.5,9.84,1.33,1.87,24.8,0.0,18.53,18.1,4.82,3.58,45.04
46620,15.48,8.5,8.5,10.0,1.3,1.75,24.8,0.0,18.95,18.37,4.64,3.58,45.53
46680,15.0,8.5,8.5,9.95,1.26,2.02,24.8,0.0,18.83,18.35,4.69,3.36,45.24
46740,15.43,8.5,8.5,10.0,1.24,1.78,24.8,0.0,18.99,18.45,4.82,3.19,45.45
46800,15.0,8.5,8.5,9.2,1.3,2.08,24.8,0.0,18.42,18.09,4.83,3.25,44.58
46860,15.0,8.5,8.5,8.84,1.2,1.84,24.8,0.0,18.07,18.23,4.79,2.8,43.89
46920,15.32,8.5,8.5,10.0,1.26,1.72,24.8,0.0,18.72,18.11,4.85,3.62,45.31
46980,15.29,8.5,8.5,10.0,1.23,1.99,24.8,0.0,18.7,18.81,4.84,3.17,45.51
47040,15.0,8.5,8.5,9.82,1.08,1.9,24.8,0.0,18.47,18.72,4.62,2.98,44.79
47100,15.0,8.5,8.5,10.0,1.16,1.88,24.8,0.0,18.18,18.44,4.81,3.6,45.04
47160,15.21,8.5,8.5,10.0,1.17,1.82,24.8,0.0,18.53,18.17,4.79,3.71,45.2
47220,15.0,8.5,8.5,8.68,1.17,1.96,24.8,0.0,18.07,18.0,4.89,2.85,43.81
47280,15.5,8.5,8.5,10.0,1.09,1.76,24.8,0.0,18.96,18.46,4.86,3.07,45.35
47340,15.6,8.5,8.5,10.0,1.14,1.8,24.8,0.0,18.83,18.69,4.89,3.14,45.54
47400,15.95,8.5,8.5,10.0,1.06,1.83,24.8,0.0,18.69,18.93,4.76,3.45,45.84
47460,15.0,8.5,8.5,9.08,1.03,1.84,24.8,0.0,18.3,18.12,4.69,2.85,43.96
47520,16.11,8.5,8.5,10.0,1.16,1.77,24.8,0.0,18.96,18.49,4.88,3.72,46.05
47580,15.0,8.5,8.5,9.31,1.09,2.01,24.8,0.0,18.37,18.18,4.76,3.1,44.41
47640,15.94,8.5,8.5,10.0,0.98,1.92,24.8,0.0,18.91,18.92,4.73,3.28,45.84
47700,15.23,8.5,8.5,10.0,1.04,1.89,24.8,0.0,18.87,18.3,4.67,3.33,45.17
47760,15.13,8.5,8.5,10.0,1.04,1.91,24.8,0.0,18.86,18.56,4.89,2.77,45.08
47820,15.0,8.5,8.5,9.39,0.94,1.94,24.8,0.0,18.4,18.42,4.66,2.79,44.28
47880,15.09,8.5,8.5,10.0,1.08,1.82,24.8,0.0,18.15,18.98,4.8,3.06,44.99
47940,15.0,8.5,8.5,9.98,1.19,2.07,24.8,0.0,18.63,18.41,4.7,3.51,45.24
48000,15.0,8.5,8.5,9.6,1.15,1.92,24.8,0.0,18.52,18.2,4.64,3.31,44.67
48060,15.68,8.5,8.5,10.0,1.1,1.84,24.8,0.0,18.95,18.46,4.67,3.54,45.62
48120,15.0,8.5,8.5,9.57,1.16,1.97,24.8,0.0,18.12,18.7,4.6,3.28,44.7
48180,15.0,8.5,8.5,9.49,1.1,1.84,24.8,0.0,18.78,18.0,4.75,2.9,44.42
48240,15.83,8.5,8.5,10.0,1.08,1.73,24.8,0.0,18.89,18.34,4.77,3.65,45.65
48300,15.0,8.5,8.5,9.71,1.1,1.74,24.8,0.0,18.01,18.65,4.87,3.02,44.55
48360,15.0,8.5,8.5,9.94,1.24,1.95,24.8,0.0,18.87,18.45,4.78,3.03,45.13
48420,15.18,8.5,8.5,10.0,1.13,1.72,24.8,0.0,18.4,18.9,4.85,2.88,45.03
48480,15.0,8.5,8.5,9.72,1.03,1.78,24.8,0.0,18.05,18.47,4.72,3.28,44.53
48540,15.0,8.5,8.5,9.97,1.07,1.72,24.8,0.0,18.29,18.58,4.71,3.17,44.75
48600,15.0,8.5,8.5,9.77,0.99,2.04,24.8,0.0,18.35,18.63,4.9,2.91,44.79
48660,15.44,8.5,8.5,10.0,1.14,2.0,24.8,0.0,18.4,18.73,4.74,3.71,45.58
48720,15.0,8.5,8.5,9.7,1.23,2.03,24.8,0.0,18.74,18.31,4.78,3.13,44.96
48780,15.11,8.5,8.5,10.0,1.24,1.99,24.8,0.0,18.37,18.59,4.85,3.52,45.34
48840,15.83,8.5,8.5,10.0,1.19,1.77,24.8,0.0,18.82,18.98,4.76,3.23,45.79
48900,15.0,8.5,8.5,9.45,1.19,1.72,24.8,0.0,18.31,18.61,4.63,2.82,44.36
48960,15.23,8.5,8.5,10.0,1.28,1.87,24.8,0.0,18.64,18.59,4.65,3.5,45.38
49020,15.0,8.5,8.5,9.42,1.2,1.78,24.8,0.0,18.11,18.47,4.73,3.09,44.4
49080,15.02,8.5,8.5,10.0,1.26,1.79,24.8,0.0,18.7,18.06,4.84,3.48,45.07
49140,15.0,8.5,8.5,9.6,1.27,1.87,24.8,0.0,18.02,18.81,4.84,3.06,44.73
49200,15.18,8.5,8.5,10.0,1.35,1.74,24.8,0.0,18.69,18.73,4.8,3.05,45.27
49260,15.0,8.5,8.5,9.52,1.44,2.0,24.8,0.0,18.16,18.84,4.66,3.3,44.96
49320,15.05,8.5,8.5,10.0,1.33,1.81,24.8,0.0,18.45,18.91,4.76,3.06,45.18
49380,15.54,8.5,8.5,10.0,1.26,2.07,24.8,0.0,18.97,18.46,4.87,3.57,45.87
49440,15.0,8.5,8.5,9.68,1.29,2.08,24.8,0.0,18.6,18.59,4.64,3.23,45.05
49500,15.0,8.5,8.5,9.02,1.35,1.77,24.8,0.0,18.69,18.05,4.62,2.77,44.14
49560,15.0,8.5,8.5,9.93,1.16,1.74,24.8,0.0,18.04,18.81,4.85,3.13,44.84
49620,15.0,8.5,8.5,9.54,1.17,1.76,24.8,0.0,18.25,18.71,4.64,2.87,44.47
49680,15.0,8.5,8.5,8.7,1.28,2.04,24.8,0.0,18.47,18.12,4.61,2.82,44.02
49740,15.62,8.5,8.5,10.0,1.31,1.84,24.8,0.0,18.73,18.61,4.75,3.69,45.77
49800,15.0,8.5,8.5,9.48,1.15,1.93,24.8,0.0,18.45,18.07,4.77,3.27,44.56
49860,15.3,8.5,8.5,10.0,1.23,1.95,24.8,0.0,18.37,18.89,4.66,3.56,45.48
49920,15.63,8.5,8.5,10.0,1.13,1.85,24.8,0.0,18.99,18.33,4.9,3.38,45.6
49980,15.28,8.5,8.5,10.0,1.17,1.91,24.8,0.0,18.36,18.98,4.81,3.21,45.36
50040,15.0,8.5,8.5,9.84,1.14,1.74,24.8,0.0,18.78,18.43,4.66,2.86,44.72
50100,15.0,8.5,8.5,9.49,1.13,2.03,24.8,0.0,18.38,18.87,4.61,2.79,44.65
50160,15.0,8.5,8.5,9.98,1.27,1.91,24.8,0.0,18.94,18.7,4.64,2.89,45.17
50220,15.68,8.5,8.5,10.0,1.26,1.9,24.8,0.0,18.72,18.86,4.79,3.46,45.84
50280,15.22,8.5,8.5,10.0,1.27,1.78,24.8,0.0,18.68,18.47,4.71,3.41,45.27
50340,15.0,8.5,8.5,9.66,1.21,2.02,24.8,0.0,18.1,18.92,4.8,3.07,44.89
50400,15.31,8.5,8.5,10.0,1.11,1.95,24.8,0.0,18.85,18.56,4.85,3.11,45.37
50460,15.0,8.5,8.5,9.8,1.13,1.75,24.8,0.0,18.1,18.85,4.73,3.01,44.69
50520,15.0,8.5,8.5,9.72,1.23,1.99,24.8,0.0,18.13,18.58,4.63,3.6,44.94
50580,15.0,8.5,8.5,9.94,1.23,1.93,24.8,0.0,18.11,18.94,4.77,3.28,45.1
50640,15.0,8.5,8.5,9.88,1.1,2.02,24.8,0.0,18.86,18.21,4.69,3.24,45.0
50700,15.0,8.5,8.5,9.48,1.17,1.93,24.8,0.0,18.59,18.58,4.61,2.8,44.58
50760,15.0,8.5,8.5,9.99,1.14,2.03,24.8,0.0,18.5,18.55,4.68,3.44,45.16
50820,15.0,8.5,8.5,10.0,1.15,1.72,24.8,0.0,18.97,18.06,4.82,3.03,44.87
50880,15.0,8.5,8.5,9.76,1.21,1.79,24.8,0.0,18.72,18.28,4.83,2.93,44.76
50940,15.31,8.5,8.5,10.0,1.22,1.77,24.8,0.0,18.04,18.98,4.82,3.47,45.3
51000,15.15,8.5,8.5,10.0,1.08,2.03,24.8,0.0,18.86,18.73,4.61,3.07,45.27
51060,15.04,8.5,8.5,10.0,1.0,2.06,24.8,0.0,18.96,18.44,4.78,2.93,45.11
51120,15.35,8.5,8.5,10.0,1.08,1.95,24.8,0.0,18.67,18.66,4.69,3.35,45.37
51180,15.0,8.5,8.5,9.74,1.26,1.81,24.8,0.0,18.29,18.82,4.61,3.09,44.81
51240,15.0,8.5,8.5,9.48,1.3,1.93,24.8,0.0,18.09,18.95,4.73,2.94,44.71
51300,15.02,8.5,8.5,10.0,1.27,1.8,24.8,0.0,18.17,18.83,4.61,3.49,45.1
51360,15.52,8.5,8.5,10.0,1.13,1.73,24.8,0.0,18.41,18.84,4.67,3.45,45.38
51420,15.0,8.5,8.5,9.81,1.22,1.85,24.8,0.0,18.04,18.4,4.77,3.68,44.87
51480,15.19,8.5,8.5,10.0,1.16,1.76,24.8,0.0,18.66,18.72,4.62,3.1,45.11
51540,16.05,8.5,8.5,10.0,1.07,1.71,24.8,0.0,18.49,18.96,4.65,3.73,45.83
51600,15.03,8.5,8.5,10.0,0.95,2.03,24.8,0.0,18.09,18.98,4.78,3.17,45.01
51660,15.0,8.5,8.5,9.19,1.06,2.03,24.8,0.0,18.59,18.27,4.64,2.77,44.27
51720,15.0,8.5,8.5,9.57,1.02,1.98,24.8,0.0,18.44,18.39,4.73,3.01,44.57
51780,15.57,8.5,8.5,10.0,1.11,2.07,24.8,0.0,18.26,18.96,4.88,3.65,45.75
51840,15.08,8.5,8.5,10.0,1.18,2.02,24.8,0.0,18.94,18.16,4.62,3.57,45.28
51900,15.0,8.5,8.5,9.22,1.18,1.88,24.8,0.0,18.08,18.19,4.89,3.11,44.28
51960,15.0,8.5,8.5,10.0,1.13,1.88,24.8,0.0,18.5,18.38,4.65,3.48,45.01
52020,15.0,8.5,8.5,9.47,1.18,1.95,24.8,0.0,18.42,18.23,4.72,3.24,44.6
52080,15.0,8.5,8.5,9.97,1.2,2.09,24.8,0.0,18.96,18.34,4.76,3.19,45.25
52140,15.0,8.5,8.5,9.1,1.11,1.71,24.8,0.0,18.07,18.32,4.76,2.77,43.92
52200,15.0,8.5,8.5,9.55,1.19,2.04,24.8,0.0,18.07,18.94,4.73,3.03,44.77
52260,15.05,8.5,8.5,10.0,1.24,1.88,24.8,0.0,18.39,18.37,4.74,3.67,45.18
52320,15.21,8.5,8.5,10.0,1.19,1.72,24.8,0.0,18.3,18.94,4.62,3.27,45.12
52380,15.58,8.5,8.5,10.0,1.34,1.9,24.8,0.0,18.84,18.66,4.88,3.44,45.82
52440,15.19,8.5,8.5,10.0,1.2,1.73,24.8,0.0,18.73,18.02,4.8,3.57,45.12
52500,15.0,8.5,8.5,9.11,1.26,1.88,24.8,0.0,18.3,18.01,4.79,3.14,44.24
52560,15.0,8.5,8.5,9.17,1.15,1.95,24.8,0.0,18.01,18.25,4.69,3.32,44.27
52620,15.0,8.5,8.5,9.66,1.07,2.07,24.8,0.0,18.46,18.39,4.68,3.28,44.8
52680,15.0,8.5,8.5,9.53,1.01,1.77,24.8,0.0,18.26,18.45,4.79,2.82,44.32
52740,15.0,8.5,8.5,9.76,1.14,1.77,24.8,0.0,18.71,18.23,4.8,2.92,44.67
52800,15.0,8.5,8.5,9.69,1.12,1.94,24.8,0.0,18.47,18.54,4.83,2.91,44.75
52860,15.0,8.5,8.5,9.48,1.24,1.88,24.8,0.0,18.41,18.51,4.69,2.99,44.6
52920,15.0,8.5,8.5,8.94,1.36,1.94,24.8,0.0,18.25,18.33,4.89,2.77,44.24
52980,15.0,8.5,8.5,9.36,1.17,1.93,24.8,0.0,18.31,18.29,4.77,3.09,44.45
53040,15.0,8.5,8.5,9.67,1.17,1.83,24.8,0.0,18.57,18.18,4.64,3.27,44.66
53100,15.18,8.5,8.5,10.0,1.17,2.09,24.8,0.0,18.89,18.58,4.66,3.31,45.44
53160,15.0,8.5,8.5,9.79,1.2,1.91,24.8,0.0,18.42,18.05,4.85,3.58,44.9
53220,15.27,8.5,8.5,10.0,1.28,1.82,24.8,0.0,18.22,18.79,4.8,3.57,45.37
53280,15.0,8.5,8.5,9.43,1.39,1.78,24.8,0.0,18.02,18.04,4.87,3.68,44.6
53340,15.0,8.5,8.5,9.26,1.37,1.8,24.8,0.0,18.45,18.14,4.68,3.16,44.43
53400,15.0,8.5,8.5,9.7,1.32,1.72,24.8,0.0,18.08,18.92,4.82,2.92,44.74
53460,15.3,8.5,8.5,10.0,1.18,1.73,24.8,0.0,18.8,18.46,4.88,3.06,45.21
53520,15.36,8.5,8.5,10.0,1.19,1.94,24.8,0.0,18.09,18.91,4.78,3.72,45.5
53580,15.0,8.5,8.5,9.8,1.15,1.91,24.8,0.0,18.4,18.94,4.61,2.91,44.86
53640,15.0,8.5,8.5,10.0,1.2,1.92,24.8,0.0,18.83,18.05,4.88,3.36,45.12
53700,15.0,8.5,8.5,9.76,1.2,1.87,24.8,0.0,18.48,18.89,4.64,2.83,44.84
53760,15.05,8.5,8.5,10.0,1.14,2.05,24.8,0.0,18.56,18.68,4.88,3.12,45.24
53820,15.66,8.5,8.5,10.0,1.02,1.96,24.8,0.0,18.68,18.91,4.8,3.25,45.64
53880,15.0,8.5,8.5,9.71,1.02,2.09,24.8,0.0,18.63,18.67,4.7,2.82,44.83
53940,15.64,8.5,8.5,10.0,1.09,1.72,24.8,0.0,18.41,18.68,4.64,3.73,45.45
54000,15.0,8.5,8.5,9.64,1.06,1.71,24.8,0.0,18.11,18.1,4.68,3.52,44.41
54060,15.0,8.5,8.5,9.81,1.06,1.87,24.8,0.0,18.41,18.34,4.74,3.25,44.73
54120,15.0,8.5,8.5,8.8,1.09,2.05,24.8,0.0,18.29,18.14,4.61,2.9,43.94
54180,15.0,8.5,8.5,9.97,1.0,1.96,24.8,0.0,18.38,18.8,4.74,3.01,44.93
54240,15.18,8.5,8.5,10.0,1.07,1.82,24.8,0.0,18.51,18.57,4.7,3.28,45.07
54300,15.0,8.5,8.5,9.85,1.14,1.77,24.8,0.0,18.86,18.33,4.77,2.78,44.75
54360,15.0,8.5,8.5,9.52,1.09,1.85,24.8,0.0,18.1,18.9,4.71,2.76,44.47
54420,15.09,8.5,8.5,10.0,1.1,1.79,24.8,0.0,18.54,18.4,4.69,3.35,44.97
54480,15.0,8.5,8.5,9.45,1.11,2.01,24.8,0.0,18.03,18.38,4.83,3.33,44.57
54540,15.27,8.5,8.5,10.0,1.22,2.03,24.8,0.0,18.71,18.7,4.72,3.4,45.53
54600,15.34,8.5,8.5,10.0,1.25,1.95,24.8,0.0,18.81,18.55,4.85,3.33,45.54
54660,15.0,8.5,8.5,9.13,1.24,1.74,24.8,0.0,18.05,18.24,4.8,3.01,44.1
54720,15.0,8.5,8.5,9.6,1.21,2.03,24.8,0.0,18.1,18.84,4.89,3.01,44.84
54780,15.0,8.5,8.5,9.31,1.32,1.98,24.8,0.0,18.75,18.15,4.87,2.84,44.62
54840,15.31,8.5,8.5,10.0,1.31,1.89,24.8,0.0,18.83,18.93,4.74,3.01,45.51
54900,15.0,8.5,8.5,9.6,1.33,1.88,24.8,0.0,18.48,18.6,4.71,3.04,44.82
54960,15.0,8.5,8.5,9.31,1.35,1.75,24.8,0.0,18.03,18.9,4.65,2.84,44.41
55020,15.0,8.5,8.5,9.88,1.26,1.72,24.8,0.0,18.74,18.41,4.68,3.02,44.86
55080,15.0,8.5,8.5,9.61,1.17,1.93,24.8,0.0,18.56,18.5,4.74,2.91,44.71
55140,15.17,8.5,8.5,10.0,1.14,1.87,24.8,0.0,18.81,18.37,4.72,3.29,45.18
55200,15.73,8.5,8.5,10.0,1.13,1.87,24.8,0.0,18.94,18.47,4.68,3.64,45.73
55260,15.0,8.5,8.5,9.68,1.09,2.07,24.8,0.0,18.1,18.82,4.77,3.14,44.83
55320,15.0,8.5,8.5,9.01,1.09,1.85,24.8,0.0,18.14,18.32,4.67,2.82,43.95
55380,15.75,8.5,8.5,10.0,1.13,1.94,24.8,0.0,18.96,18.61,4.82,3.44,45.82
55440,15.45,8.5,8.5,10.0,1.03,2.04,24.8,0.0,18.59,18.41,4.87,3.64,45.51
55500,16.15,8.5,8.5,10.0,1.13,1.71,24.8,0.0,18.97,18.96,4.83,3.22,45.99
55560,15.32,8.5,8.5,10.0,1.17,1.8,24.8,0.0,18.59,18.91,4.8,2.99,45.3
55620,15.56,8.5,8.5,10.0,1.23,1.79,24.8,0.0,18.63,18.52,4.88,3.55,45.58
55680,15.0,8.5,8.5,9.91,1.19,1.76,24.8,0.0,18.05,18.56,4.74,3.52,44.86
55740,15.0,8.5,8.5,9.49,1.24,2.0,24.8,0.0,18.7,18.17,4.9,2.95,44.73
55800,15.0,8.5,8.5,9.91,1.19,1.99,24.8,0.0,18.56,18.93,4.76,2.85,45.09
55860,15.21,8.5,8.5,10.0,1.04,1.94,24.8,0.0,18.74,18.68,4.83,2.95,45.19
55920,15.0,8.5,8.5,9.74,1.12,2.05,24.8,0.0,18.14,18.48,4.81,3.48,44.91
55980,15.0,8.5,8.5,9.04,1.17,1.94,24.8,0.0,18.01,18.46,4.65,3.03,44.14
56040,15.0,8.5,8.5,9.38,1.21,1.91,24.8,0.0,18.41,18.39,4.82,2.87,44.5
56100,15.81,8.5,8.5,10.0,1.23,1.88,24.8,0.0,18.98,18.64,4.8,3.5,45.92
56160,15.06,8.5,8.5,10.0,1.14,2.05,24.8,0.0,18.06,18.91,4.78,3.5,45.25
56220,15.48,8.5,8.5,10.0,1.18,1.91,24.8,0.0,18.96,18.84,4.78,2.98,45.56
56280,15.0,8.5,8.5,9.71,1.18,1.76,24.8,0.0,18.73,18.04,4.62,3.26,44.65
56340,15.0,8.5,8.5,8.66,1.2,2.03,24.8,0.0,18.11,18.15,4.77,2.87,43.9
56400,15.09,8.5,8.5,10.0,1.22,1.84,24.8,0.0,18.42,18.69,4.76,3.28,45.15
56460,15.0,8.5,8.5,9.8,1.26,1.74,24.8,0.0,18.45,18.52,4.69,3.13,44.79
56520,15.0,8.5,8.5,8.61,1.23,2.02,24.8,0.0,18.15,18.32,4.63,2.75,43.86
56580,15.0,8.5,8.5,9.58,1.16,2.04,24.8,0.0,18.75,18.48,4.73,2.81,44.77
56640,15.18,8.5,8.5,10.0,1.16,1.96,24.8,0.0,18.44,18.43,4.74,3.69,45.3
56700,15.21,8.5,8.5,10.0,1.12,2.06,24.8,0.0,18.22,18.7,4.85,3.63,45.39
56760,15.81,8.5,8.5,10.0,1.04,1.96,24.8,0.0,18.93,18.89,4.81,3.18,45.81
56820,15.87,8.5,8.5,10.0,1.07,2.08,24.8,0.0,18.95,18.8,4.85,3.41,46.01
56880,15.57,8.5,8.5,10.0,1.16,2.06,24.8,0.0,18.93,18.85,4.8,3.2,45.79
56940,15.0,8.5,8.5,9.69,1.23,1.97,24.8,0.0,18.54,18.69,4.68,2.98,44.89
57000,15.0,8.5,8.5,8.91,1.23,1.92,24.8,0.0,18.09,18.38,4.64,2.95,44.06
57060,15.33,8.5,8.5,10.0,1.22,1.95,24.8,0.0,18.92,18.15,4.84,3.59,45.5
57120,15.0,8.5,8.5,9.13,1.19,1.77,24.8,0.0,18.02,18.44,4.87,2.75,44.08
57180,15.69,8.5,8.5,10.0,1.22,1.74,24.8,0.0,18.96,18.48,4.68,3.54,45.66
57240,15.0,8.5,8.5,9.21,1.11,1.9,24.8,0.0,18.22,18.5,4.69,2.82,44.23
57300,15.59,8.5,8.5,10.0,1.12,1.73,24.8,0.0,18.26,18.9,4.61,3.67,45.44
57360,15.08,8.5,8.5,10.0,1.14,1.71,24.8,0.0,18.8,18.27,4.84,3.01,44.93
57420,15.0,8.5,8.5,9.62,1.14,1.82,24.8,0.0,18.28,18.45,4.85,2.99,44.58
57480,15.22,8.5,8.5,10.0,1.21,1.72,24.8,0.0,18.3,19.0,4.6,3.24,45.15
57540,15.58,8.5,8.5,10.0,1.28,1.74,24.8,0.0,18.74,18.72,4.63,3.51,45.6
57600,15.0,8.5,8.5,9.59,1.28,1.99,24.8,0.0,18.15,18.67,4.64,3.41,44.87
57660,15.0,8.5,8.5,8.77,1.59,2.0,24.8,0.0,18.37,18.09,4.61,3.29,44.36
57720,15.0,8.5,8.5,9.99,1.59,1.94,24.8,0.0,18.52,18.72,4.73,3.55,45.52
57780,15.0,8.5,8.5,8.79,1.77,1.98,24.8,0.0,18.04,18.69,4.61,3.2,44.54
57840,15.0,8.5,8.5,9.22,1.63,1.89,24.8,0.0,18.24,18.96,4.63,2.91,44.74
57900,15.0,8.5,8.5,8.97,1.65,1.9,24.8,0.0,18.37,18.72,4.66,2.77,44.52
57960,15.08,8.5,8.5,10.0,1.54,1.93,24.8,0.0,18.96,19.0,4.63,2.96,45.56
58020,15.12,8.5,8.5,10.0,1.61,1.88,24.8,0.0,18.59,18.74,4.61,3.67,45.6
58080,15.0,8.5,8.5,9.3,1.69,1.8,24.8,0.0,18.58,18.1,4.67,3.43,44.78
58140,15.0,8.5,8.5,9.37,1.76,1.78,24.8,0.0,18.7,18.41,4.75,3.04,44.9
58200,15.0,8.5,8.5,9.26,1.81,1.75,24.8,0.0,18.35,18.25,4.78,3.43,44.81
58260,15.0,8.5,8.5,9.36,1.66,1.76,24.8,0.0,18.47,18.38,4.82,3.12,44.78
58320,15.0,8.5,8.5,9.9,1.66,1.89,24.8,0.0,18.91,18.04,4.85,3.64,45.45
58380,15.0,8.5,8.5,8.91,1.66,1.8,24.8,0.0,18.11,18.24,4.76,3.26,44.37
58440,15.51,8.5,8.5,10.0,1.84,1.74,24.8,0.0,18.96,18.97,4.64,3.52,46.09
58500,15.63,8.5,8.5,10.0,1.86,1.67,24.8,0.0,18.9,18.88,4.81,3.56,46.16
58560,15.0,8.5,8.5,9.94,1.9,1.65,24.8,0.0,18.38,18.75,4.83,3.53,45.49
58620,15.02,8.5,8.5,10.0,1.69,1.8,24.8,0.0,18.73,18.43,4.72,3.62,45.52
58680,15.0,8.5,8.5,9.32,1.7,1.77,24.8,0.0,18.01,18.29,4.89,3.6,44.78
58740,15.0,8.5,8.5,9.45,1.78,1.75,24.8,0.0,18.19,18.76,4.76,3.26,44.98
58800,15.0,8.5,8.5,9.13,1.85,1.65,24.8,0.0,18.53,18.27,4.67,3.15,44.62
58860,15.0,8.5,8.5,8.69,1.83,1.63,24.8,0.0,18.42,18.32,4.64,2.76,44.15
58920,15.0,8.5,8.5,9.71,1.89,1.69,24.8,0.0,18.93,18.32,4.81,3.23,45.29
58980,15.57,8.5,8.5,10.0,1.71,1.65,24.8,0.0,18.99,18.56,4.89,3.49,45.93
59040,15.0,8.5,8.5,9.1,1.62,1.6,24.8,0.0,18.34,18.51,4.63,2.83,44.32
59100,15.47,8.5,8.5,10.0,1.56,1.53,24.8,0.0,18.44,18.88,4.65,3.58,45.56
59160,15.0,8.5,8.5,9.65,1.57,1.52,24.8,0.0,18.4,18.69,4.8,2.85,44.74
59220,15.47,8.5,8.5,10.0,1.6,1.59,24.8,0.0,18.7,18.9,4.74,3.33,45.66
59280,15.36,8.5,8.5,10.0,1.74,1.53,24.8,0.0,18.54,18.95,4.86,3.28,45.63
59340,15.35,8.5,8.5,10.0,1.73,1.54,24.8,0.0,18.99,18.69,4.76,3.18,45.62
59400,15.6,8.5,8.5,10.0,1.84,1.54,24.8,0.0,18.67,18.96,4.7,3.65,45.97
59460,15.0,8.5,8.5,8.77,1.71,1.5,24.8,0.0,18.01,18.17,4.84,2.95,43.98
59520,15.57,8.5,8.5,10.0,1.58,1.49,24.8,0.0,18.97,18.09,4.86,3.72,45.64
59580,15.0,8.5,8.5,9.18,1.55,1.42,24.8,0.0,18.04,18.24,4.73,3.15,44.15
59640,15.92,8.5,8.5,10.0,1.61,1.44,24.8,0.0,18.84,18.77,4.79,3.58,45.97
59700,15.0,8.5,8.5,9.38,1.7,1.46,24.8,0.0,18.16,18.64,4.84,2.89,44.54
59760,15.08,8.5,8.5,10.0,1.55,1.39,24.8,0.0,18.25,18.3,4.77,3.7,45.02
59820,15.59,8.5,8.5,10.0,1.41,1.36,24.8,0.0,18.65,18.35,4.7,3.66,45.36
59880,15.35,8.5,8.5,10.0,1.52,1.4,24.8,0.0,18.31,18.59,4.85,3.52,45.27
59940,15.06,8.5,8.5,10.0,1.63,1.3,24.8,0.0,18.61,18.86,4.74,2.79,44.99
60000,15.0,8.5,8.5,9.66,1.68,1.39,24.8,0.0,18.14,18.81,4.65,3.13,44.73
60060,15.0,8.5,8.5,9.85,1.75,1.33,24.8,0.0,18.99,18.5,4.63,2.81,44.93
60120,15.0,8.5,8.5,9.72,1.75,1.36,24.8,0.0,18.16,18.29,4.65,3.72,44.83
60180,15.0,8.5,8.5,9.21,1.72,1.29,24.8,0.0,18.09,18.62,4.61,2.9,44.22
60240,15.06,8.5,8.5,10.0,1.72,1.27,24.8,0.0,18.45,18.96,4.77,2.87,45.05
60300,15.27,8.5,8.5,10.0,1.85,1.31,24.8,0.0,18.98,18.29,4.73,3.43,45.43
