time_sec,hour_of_day,load_mw,utilization_pct
65390,18.16,44.244,88.5
65400,18.17,45.443,90.9
65410,18.17,44.932,89.9
65420,18.17,44.064,88.1
65430,18.18,44.868,89.7
65440,18.18,44.691,89.4
65450,18.18,44.039,88.1
65460,18.18,44.016,88.0
65470,18.19,44.592,89.2
65480,18.19,43.989,88.0
65490,18.19,43.375,86.7
65500,18.19,44.407,88.8
65510,18.2,43.858,87.7
65520,18.2,44.72,89.4
65530,18.2,44.752,89.5
65540,18.21,43.755,87.5
65550,18.21,44.961,89.9
65560,18.21,45.161,90.3
65570,18.21,43.963,87.9
65580,18.22,44.176,88.4
65590,18.22,44.746,89.5
65600,18.22,44.5,89.0
65610,18.23,44.826,89.7
65620,18.23,44.376,88.8
65630,18.23,44.181,88.4
65640,18.23,44.942,89.9
65650,18.24,43.72,87.4
65660,18.24,45.132,90.3
65670,18.24,44.386,88.8
65680,18.24,44.18,88.4
65690,18.25,44.085,88.2
65700,18.25,44.49,89.0
65710,18.25,44.973,89.9
65720,18.26,44.049,88.1
65730,18.26,44.337,88.7
65740,18.26,44.247,88.5
65750,18.26,43.828,87.7
65760,18.27,44.397,88.8
65770,18.27,44.388,88.8
65780,18.27,45.114,90.2
65790,18.27,45.649,91.3
65800,18.28,43.36,86.7
65810,18.28,43.093,86.2
65820,18.28,45.078,90.2
65830,18.29,43.725,87.5
65840,18.29,44.142,88.3
65850,18.29,43.958,87.9
65860,18.29,44.077,88.2
65870,18.3,45.487,91.0
65880,18.3,43.92,87.8
65890,18.3,44.2,88.4
65900,18.31,44.39,88.8
65910,18.31,44.078,88.2
65920,18.31,44.7,89.4
65930,18.31,44.176,88.4
65940,18.32,43.962,87.9
65950,18.32,45.2,90.4
65960,18.32,43.964,87.9
65970,18.32,43.91,87.8
65980,18.33,43.728,87.5
65990,18.33,44.989,90.0
66000,18.33,43.837,87.7
66010,18.34,43.718,87.4
66020,18.34,44.073,88.1
66030,18.34,44.154,88.3
66040,18.34,43.333,86.7
66050,18.35,44.2,88.4
66060,18.35,44.345,88.7
66070,18.35,44.172,88.3
66080,18.36,42.973,85.9
66090,18.36,44.447,88.9
66100,18.36,44.445,88.9
66110,18.36,44.185,88.4
66120,18.37,44.676,89.4
66130,18.37,43.892,87.8
66140,18.37,43.423,86.8
66150,18.38,44.343,88.7
66160,18.38,44.588,89.2
66170,18.38,44.703,89.4
66180,18.38,44.128,88.3
66190,18.39,44.148,88.3
66200,18.39,44.442,88.9
66210,18.39,44.335,88.7
66220,18.39,43.973,87.9
66230,18.4,43.958,87.9
66240,18.4,44.263,88.5
66250,18.4,44.481,89.0
66260,18.41,43.695,87.4
66270,18.41,44.551,89.1
66280,18.41,44.407,88.8
66290,18.41,43.911,87.8
66300,18.42,44.477,89.0
66310,18.42,43.438,86.9
66320,18.42,44.739,89.5
66330,18.43,44.916,89.8
66340,18.43,43.94,87.9
66350,18.43,44.641,89.3
66360,18.43,44.128,88.3
66370,18.44,44.576,89.2
66380,18.44,44.272,88.5
66390,18.44,43.83,87.7
66400,18.44,44.44,88.9
66410,18.45,44.493,89.0
66420,18.45,43.735,87.5
66430,18.45,43.88,87.8
66440,18.46,43.673,87.3
66450,18.46,43.544,87.1
66460,18.46,43.603,87.2
66470,18.46,44.334,88.7
66480,18.47,43.49,87.0
66490,18.47,43.989,88.0
66500,18.47,44.765,89.5
66510,18.48,43.618,87.2
66520,18.48,43.546,87.1
66530,18.48,44.21,88.4
66540,18.48,44.156,88.3
66550,18.49,42.665,85.3
66560,18.49,45.085,90.2
66570,18.49,44.233,88.5
66580,18.49,44.819,89.6
66590,18.5,44.044,88.1
66600,18.5,43.669,87.3
66610,18.5,44.487,89.0
66620,18.51,42.669,85.3
66630,18.51,44.133,88.3
66640,18.51,44.063,88.1
66650,18.51,44.105,88.2
66660,18.52,43.963,87.9
66670,18.52,43.382,86.8
66680,18.52,43.655,87.3
66690,18.52,45.001,90.0
66700,18.53,43.604,87.2
66710,18.53,42.988,86.0
66720,18.53,44.003,88.0
66730,18.54,43.767,87.5
66740,18.54,43.141,86.3
66750,18.54,43.924,87.8
66760,18.54,43.798,87.6
66770,18.55,44.15,88.3
66780,18.55,43.894,87.8
66790,18.55,43.889,87.8
66800,18.56,43.282,86.6
66810,18.56,44.229,88.5
66820,18.56,43.739,87.5
66830,18.56,43.291,86.6
66840,18.57,43.646,87.3
66850,18.57,43.868,87.7
66860,18.57,43.769,87.5
66870,18.57,44.037,88.1
66880,18.58,43.598,87.2
66890,18.58,43.843,87.7
66900,18.58,43.643,87.3
66910,18.59,44.116,88.2
66920,18.59,43.098,86.2
66930,18.59,42.961,85.9
66940,18.59,43.005,86.0
66950,18.6,43.849,87.7
66960,18.6,43.665,87.3
66970,18.6,44.719,89.4
66980,18.61,44.064,88.1
66990,18.61,43.584,87.2
67000,18.61,44.249,88.5
67010,18.61,43.53,87.1
67020,18.62,43.308,86.6
67030,18.62,43.644,87.3
67040,18.62,43.919,87.8
67050,18.62,42.433,84.9
67060,18.63,44.311,88.6
67070,18.63,43.634,87.3
67080,18.63,43.473,86.9
67090,18.64,43.277,86.6
67100,18.64,43.679,87.4
67110,18.64,44.495,89.0
67120,18.64,43.604,87.2
67130,18.65,43.508,87.0
67140,18.65,43.819,87.6
67150,18.65,43.612,87.2
67160,18.66,44.426,88.9
67170,18.66,43.077,86.2
67180,18.66,43.538,87.1
67190,18.66,44.49,89.0
67200,18.67,43.614,87.2
67210,18.67,43.258,86.5
67220,18.67,43.256,86.5
67230,18.68,44.304,88.6
67240,18.68,43.632,87.3
67250,18.68,43.505,87.0
67260,18.68,43.76,87.5
67270,18.69,42.798,85.6
67280,18.69,43.686,87.4
67290,18.69,45.042,90.1
67300,18.69,44.431,88.9
67310,18.7,42.969,85.9
67320,18.7,43.84,87.7
67330,18.7,43.441,86.9
67340,18.71,43.343,86.7
67350,18.71,43.803,87.6
67360,18.71,43.214,86.4
67370,18.71,43.907,87.8
67380,18.72,44.234,88.5
67390,18.72,43.651,87.3
67400,18.72,43.592,87.2
67410,18.73,43.714,87.4
67420,18.73,43.083,86.2
67430,18.73,44.392,88.8
67440,18.73,43.863,87.7
67450,18.74,43.255,86.5
67460,18.74,43.296,86.6
67470,18.74,43.648,87.3
67480,18.74,43.58,87.2
67490,18.75,43.548,87.1
67500,18.75,43.05,86.1
67510,18.75,43.06,86.1
67520,18.76,43.694,87.4
67530,18.76,43.716,87.4
67540,18.76,43.646,87.3
67550,18.76,43.737,87.5
67560,18.77,44.26,88.5
67570,18.77,43.323,86.6
67580,18.77,43.846,87.7
67590,18.77,43.3,86.6
67600,18.78,43.297,86.6
67610,18.78,43.453,86.9
67620,18.78,43.989,88.0
67630,18.79,44.313,88.6
67640,18.79,42.848,85.7
67650,18.79,44.238,88.5
67660,18.79,43.479,87.0
67670,18.8,43.938,87.9
67680,18.8,43.051,86.1
67690,18.8,43.633,87.3
67700,18.81,43.202,86.4
67710,18.81,43.242,86.5
67720,18.81,44.555,89.1
67730,18.81,43.507,87.0
67740,18.82,42.857,85.7
67750,18.82,42.72,85.4
67760,18.82,43.963,87.9
67770,18.82,43.144,86.3
67780,18.83,43.851,87.7
67790,18.83,43.719,87.4
67800,18.83,44.159,88.3
67810,18.84,42.501,85.0
67820,18.84,44.159,88.3
67830,18.84,43.652,87.3
67840,18.84,43.244,86.5
67850,18.85,44.281,88.6
67860,18.85,42.507,85.0
67870,18.85,43.051,86.1
67880,18.86,43.668,87.3
67890,18.86,43.152,86.3
67900,18.86,43.573,87.1
67910,18.86,43.578,87.2
67920,18.87,42.931,85.9
67930,18.87,43.19,86.4
67940,18.87,42.955,85.9
67950,18.88,43.169,86.3
67960,18.88,43.313,86.6
67970,18.88,43.959,87.9
67980,18.88,42.931,85.9
67990,18.89,43.406,86.8
68000,18.89,43.226,86.5
68010,18.89,43.266,86.5
68020,18.89,43.781,87.6
68030,18.9,43.203,86.4
68040,18.9,43.721,87.4
68050,18.9,43.271,86.5
68060,18.91,43.059,86.1
68070,18.91,43.674,87.3
68080,18.91,43.182,86.4
68090,18.91,43.049,86.1
68100,18.92,43.346,86.7
68110,18.92,42.998,86.0
68120,18.92,42.817,85.6
68130,18.93,43.352,86.7
68140,18.93,43.85,87.7
68150,18.93,42.437,84.9
68160,18.93,42.804,85.6
68170,18.94,43.12,86.2
68180,18.94,43.402,86.8
68190,18.94,42.764,85.5
68200,18.94,43.001,86.0
68210,18.95,43.878,87.8
68220,18.95,43.714,87.4
68230,18.95,44.743,89.5
68240,18.96,43.807,87.6
68250,18.96,43.061,86.1
68260,18.96,43.263,86.5
68270,18.96,44.05,88.1
68280,18.97,43.404,86.8
68290,18.97,43.72,87.4
68300,18.97,43.433,86.9
68310,18.98,42.918,85.8
68320,18.98,43.258,86.5
68330,18.98,44.215,88.4
68340,18.98,43.641,87.3
68350,18.99,42.336,84.7
68360,18.99,42.067,84.1
68370,18.99,42.209,84.4
68380,18.99,43.08,86.2
68390,19.0,43.408,86.8
68400,19.0,42.496,85.0
68410,19.0,43.279,86.6
68420,19.01,43.324,86.6
68430,19.01,42.926,85.9
68440,19.01,43.551,87.1
68450,19.01,43.286,86.6
68460,19.02,43.063,86.1
68470,19.02,42.967,85.9
68480,19.02,43.307,86.6
68490,19.02,43.251,86.5
68500,19.03,42.634,85.3
68510,19.03,43.02,86.0
68520,19.03,42.759,85.5
68530,19.04,42.948,85.9
68540,19.04,43.884,87.8
68550,19.04,42.791,85.6
68560,19.04,43.534,87.1
68570,19.05,43.134,86.3
68580,19.05,43.112,86.2
68590,19.05,43.005,86.0
68600,19.06,43.475,86.9
68610,19.06,42.531,85.1
68620,19.06,43.252,86.5
68630,19.06,42.598,85.2
68640,19.07,42.721,85.4
68650,19.07,43.92,87.8
68660,19.07,42.7,85.4
68670,19.07,42.945,85.9
68680,19.08,42.634,85.3
68690,19.08,43.399,86.8
68700,19.08,43.856,87.7
68710,19.09,43.312,86.6
68720,19.09,43.429,86.9
68730,19.09,43.628,87.3
68740,19.09,43.038,86.1
68750,19.1,43.281,86.6
68760,19.1,44.114,88.2
68770,19.1,42.971,85.9
68780,19.11,42.604,85.2
68790,19.11,42.725,85.4
68800,19.11,43.141,86.3
68810,19.11,42.808,85.6
68820,19.12,42.949,85.9
68830,19.12,43.077,86.2
68840,19.12,42.868,85.7
68850,19.12,43.028,86.1
68860,19.13,43.376,86.8
68870,19.13,42.833,85.7
68880,19.13,43.529,87.1
68890,19.14,43.162,86.3
68900,19.14,43.127,86.3
68910,19.14,42.131,84.3
68920,19.14,43.593,87.2
68930,19.15,42.651,85.3
68940,19.15,42.497,85.0
68950,19.15,41.603,83.2
68960,19.16,43.25,86.5
68970,19.16,43.695,87.4
68980,19.16,43.217,86.4
68990,19.16,43.433,86.9
69000,19.17,43.699,87.4
69010,19.17,43.886,87.8
69020,19.17,43.266,86.5
69030,19.18,42.875,85.7
69040,19.18,42.497,85.0
69050,19.18,42.491,85.0
69060,19.18,42.193,84.4
69070,19.19,43.161,86.3
69080,19.19,43.001,86.0
69090,19.19,42.342,84.7
69100,19.19,43.079,86.2
69110,19.2,42.686,85.4
69120,19.2,43.121,86.2
69130,19.2,42.129,84.3
69140,19.21,43.345,86.7
69150,19.21,42.835,85.7
69160,19.21,42.661,85.3
69170,19.21,42.329,84.7
69180,19.22,42.963,85.9
69190,19.22,42.741,85.5
69200,19.22,42.516,85.0
69210,19.23,42.798,85.6
69220,19.23,42.823,85.6
69230,19.23,42.483,85.0
69240,19.23,42.418,84.8
69250,19.24,43.338,86.7
69260,19.24,42.707,85.4
69270,19.24,42.602,85.2
69280,19.24,42.838,85.7
69290,19.25,43.05,86.1
69300,19.25,43.262,86.5
69310,19.25,42.266,84.5
69320,19.26,42.283,84.6
69330,19.26,43.059,86.1
69340,19.26,43.013,86.0
69350,19.26,43.373,86.7
69360,19.27,42.272,84.5
69370,19.27,42.399,84.8
69380,19.27,42.061,84.1
69390,19.27,43.023,86.0
69400,19.28,42.564,85.1
69410,19.28,41.812,83.6
69420,19.28,42.923,85.8
69430,19.29,42.191,84.4
69440,19.29,42.991,86.0
69450,19.29,42.394,84.8
69460,19.29,42.669,85.3
69470,19.3,42.182,84.4
69480,19.3,41.583,83.2
69490,19.3,43.891,87.8
69500,19.31,42.986,86.0
69510,19.31,42.489,85.0
69520,19.31,42.297,84.6
69530,19.31,42.374,84.7
69540,19.32,42.46,84.9
69550,19.32,42.355,84.7
69560,19.32,43.136,86.3
69570,19.32,42.25,84.5
69580,19.33,42.183,84.4
69590,19.33,42.79,85.6
69600,19.33,43.162,86.3
69610,19.34,43.141,86.3
69620,19.34,41.444,82.9
69630,19.34,42.072,84.1
69640,19.34,42.055,84.1
69650,19.35,42.662,85.3
69660,19.35,41.89,83.8
69670,19.35,42.593,85.2
69680,19.36,42.733,85.5
69690,19.36,42.724,85.4
69700,19.36,42.969,85.9
69710,19.36,42.832,85.7
69720,19.37,43.102,86.2
69730,19.37,42.231,84.5
69740,19.37,43.076,86.2
69750,19.38,43.092,86.2
69760,19.38,42.403,84.8
69770,19.38,42.801,85.6
69780,19.38,42.081,84.2
69790,19.39,42.962,85.9
69800,19.39,43.17,86.3
69810,19.39,42.541,85.1
69820,19.39,41.638,83.3
69830,19.4,42.881,85.8
69840,19.4,42.564,85.1
69850,19.4,42.344,84.7
69860,19.41,42.927,85.9
69870,19.41,43.026,86.1
69880,19.41,42.401,84.8
69890,19.41,41.975,83.9
69900,19.42,42.308,84.6
69910,19.42,43.233,86.5
69920,19.42,42.64,85.3
69930,19.43,42.361,84.7
69940,19.43,42.173,84.3
69950,19.43,42.396,84.8
69960,19.43,42.458,84.9
69970,19.44,42.324,84.6
69980,19.44,43.126,86.3
69990,19.44,42.527,85.1
70000,19.44,42.64,85.3
70010,19.45,42.792,85.6
70020,19.45,42.488,85.0
70030,19.45,42.381,84.8
70040,19.46,42.239,84.5
70050,19.46,42.248,84.5
70060,19.46,43.104,86.2
70070,19.46,42.011,84.0
70080,19.47,42.924,85.8
70090,19.47,42.776,85.6
70100,19.47,42.449,84.9
70110,19.48,41.692,83.4
70120,19.48,43.154,86.3
70130,19.48,42.335,84.7
70140,19.48,42.181,84.4
70150,19.49,43.183,86.4
70160,19.49,42.108,84.2
70170,19.49,42.238,84.5
70180,19.49,41.785,83.6
70190,19.5,42.279,84.6
70200,19.5,42.701,85.4
70210,19.5,41.191,82.4
70220,19.51,42.314,84.6
70230,19.51,41.797,83.6
70240,19.51,42.259,84.5
70250,19.51,42.446,84.9
70260,19.52,41.863,83.7
70270,19.52,42.645,85.3
70280,19.52,42.455,84.9
70290,19.52,42.127,84.3
70300,19.53,42.081,84.2
70310,19.53,42.289,84.6
70320,19.53,42.317,84.6
70330,19.54,41.715,83.4
70340,19.54,42.261,84.5
70350,19.54,42.061,84.1
70360,19.54,42.636,85.3
70370,19.55,42.727,85.5
70380,19.55,42.022,84.0
70390,19.55,42.382,84.8
70400,19.56,42.215,84.4
70410,19.56,42.341,84.7
70420,19.56,42.93,85.9
70430,19.56,43.134,86.3
70440,19.57,42.806,85.6
70450,19.57,42.26,84.5
70460,19.57,43.099,86.2
70470,19.57,42.279,84.6
70480,19.58,41.683,83.4
70490,19.58,41.768,83.5
70500,19.58,41.863,83.7
70510,19.59,41.072,82.1
70520,19.59,41.933,83.9
70530,19.59,40.994,82.0
70540,19.59,42.363,84.7
70550,19.6,42.595,85.2
70560,19.6,41.872,83.7
70570,19.6,42.877,85.8
70580,19.61,41.876,83.8
70590,19.61,42.394,84.8
70600,19.61,41.781,83.6
70610,19.61,41.684,83.4
70620,19.62,41.631,83.3
70630,19.62,41.97,83.9
70640,19.62,42.627,85.3
70650,19.62,42.153,84.3
70660,19.63,42.588,85.2
70670,19.63,42.167,84.3
70680,19.63,41.976,84.0
70690,19.64,41.557,83.1
70700,19.64,42.428,84.9
70710,19.64,42.028,84.1
70720,19.64,41.087,82.2
70730,19.65,42.899,85.8
70740,19.65,41.889,83.8
70750,19.65,41.672,83.3
70760,19.66,42.102,84.2
70770,19.66,42.015,84.0
70780,19.66,42.533,85.1
70790,19.66,42.442,84.9
70800,19.67,41.833,83.7
70810,19.67,42.223,84.4
70820,19.67,42.401,84.8
70830,19.68,42.136,84.3
70840,19.68,42.241,84.5
70850,19.68,42.186,84.4
70860,19.68,41.696,83.4
70870,19.69,41.405,82.8
70880,19.69,41.328,82.7
70890,19.69,41.952,83.9
70900,19.69,41.616,83.2
70910,19.7,41.99,84.0
70920,19.7,41.858,83.7
70930,19.7,41.288,82.6
70940,19.71,42.23,84.5
70950,19.71,41.959,83.9
70960,19.71,41.212,82.4
70970,19.71,41.907,83.8
70980,19.72,41.58,83.2
70990,19.72,42.052,84.1
71000,19.72,42.491,85.0
71010,19.73,41.685,83.4
71020,19.73,41.989,84.0
71030,19.73,42.292,84.6
71040,19.73,41.814,83.6
71050,19.74,41.994,84.0
71060,19.74,41.574,83.1
71070,19.74,41.768,83.5
71080,19.74,41.772,83.5
71090,19.75,41.468,82.9
71100,19.75,41.858,83.7
71110,19.75,41.871,83.7
71120,19.76,41.78,83.6
71130,19.76,42.141,84.3
71140,19.76,41.157,82.3
71150,19.76,42.319,84.6
71160,19.77,41.461,82.9
71170,19.77,41.697,83.4
71180,19.77,41.568,83.1
71190,19.77,42.675,85.3
71200,19.78,41.372,82.7
71210,19.78,41.454,82.9
71220,19.78,42.162,84.3
71230,19.79,41.751,83.5
71240,19.79,41.568,83.1
71250,19.79,41.189,82.4
71260,19.79,41.282,82.6
71270,19.8,41.183,82.4
71280,19.8,41.884,83.8
71290,19.8,41.843,83.7
71300,19.81,42.031,84.1
71310,19.81,42.831,85.7
71320,19.81,42.032,84.1
71330,19.81,41.928,83.9
71340,19.82,41.641,83.3
71350,19.82,41.674,83.3
71360,19.82,41.819,83.6
71370,19.82,42.171,84.3
71380,19.83,41.162,82.3
71390,19.83,42.268,84.5
71400,19.83,41.956,83.9
71410,19.84,41.855,83.7
71420,19.84,41.087,82.2
71430,19.84,41.522,83.0
71440,19.84,42.23,84.5
71450,19.85,41.621,83.2
71460,19.85,41.541,83.1
71470,19.85,41.506,83.0
71480,19.86,41.316,82.6
71490,19.86,42.068,84.1
71500,19.86,41.217,82.4
71510,19.86,42.238,84.5
71520,19.87,42.466,84.9
71530,19.87,41.684,83.4
71540,19.87,41.966,83.9
71550,19.88,41.429,82.9
71560,19.88,42.009,84.0
71570,19.88,41.561,83.1
71580,19.88,41.157,82.3
71590,19.89,41.376,82.8
71600,19.89,41.255,82.5
71610,19.89,41.929,83.9
71620,19.89,41.11,82.2
71630,19.9,41.524,83.0
71640,19.9,41.725,83.4
71650,19.9,41.921,83.8
71660,19.91,41.775,83.6
71670,19.91,41.13,82.3
71680,19.91,42.703,85.4
71690,19.91,41.606,83.2
71700,19.92,41.413,82.8
71710,19.92,41.476,83.0
71720,19.92,41.794,83.6
71730,19.93,41.134,82.3
71740,19.93,41.974,83.9
71750,19.93,42.286,84.6
71760,19.93,41.66,83.3
71770,19.94,41.079,82.2
71780,19.94,41.417,82.8
71790,19.94,41.221,82.4
71800,19.94,43.305,86.6
71810,19.95,41.531,83.1
71820,19.95,41.602,83.2
71830,19.95,41.829,83.7
71840,19.96,41.786,83.6
71850,19.96,42.174,84.3
71860,19.96,40.952,81.9
71870,19.96,41.76,83.5
71880,19.97,42.46,84.9
71890,19.97,41.305,82.6
71900,19.97,41.252,82.5
71910,19.98,43.522,87.0
71920,19.98,41.601,83.2
71930,19.98,41.637,83.3
71940,19.98,41.529,83.1
71950,19.99,42.222,84.4
71960,19.99,40.775,81.6
71970,19.99,41.778,83.6
71980,19.99,41.319,82.6
71990,20.0,41.138,82.3
72000,20.0,41.042,82.1
72010,20.0,41.874,83.7
72020,20.01,41.302,82.6
72030,20.01,40.938,81.9
72040,20.01,41.542,83.1
72050,20.01,41.124,82.2
72060,20.02,42.107,84.2
72070,20.02,41.044,82.1
72080,20.02,41.244,82.5
72090,20.02,41.187,82.4
72100,20.03,40.7,81.4
72110,20.03,42.218,84.4
72120,20.03,42.192,84.4
72130,20.04,41.5,83.0
72140,20.04,40.423,80.8
72150,20.04,42.118,84.2
72160,20.04,41.933,83.9
72170,20.05,41.155,82.3
72180,20.05,42.606,85.2
72190,20.05,40.511,81.0
72200,20.06,41.727,83.5
72210,20.06,40.501,81.0
72220,20.06,40.682,81.4
72230,20.06,40.965,81.9
72240,20.07,40.741,81.5
72250,20.07,41.335,82.7
72260,20.07,40.407,80.8
72270,20.07,40.705,81.4
72280,20.08,41.117,82.2
72290,20.08,41.77,83.5
72300,20.08,40.904,81.8
72310,20.09,41.373,82.7
72320,20.09,41.275,82.6
72330,20.09,40.303,80.6
72340,20.09,40.3,80.6
72350,20.1,40.747,81.5
72360,20.1,41.97,83.9
72370,20.1,41.305,82.6
72380,20.11,41.301,82.6
72390,20.11,40.486,81.0
72400,20.11,41.451,82.9
72410,20.11,41.214,82.4
72420,20.12,41.2,82.4
72430,20.12,41.282,82.6
72440,20.12,40.958,81.9
72450,20.12,41.763,83.5
72460,20.13,41.203,82.4
72470,20.13,40.878,81.8
72480,20.13,41.006,82.0
72490,20.14,40.841,81.7
72500,20.14,41.845,83.7
72510,20.14,41.292,82.6
72520,20.14,41.108,82.2
72530,20.15,42.14,84.3
72540,20.15,41.137,82.3
72550,20.15,41.826,83.7
72560,20.16,41.973,83.9
72570,20.16,40.98,82.0
72580,20.16,40.64,81.3
72590,20.16,41.481,83.0
72600,20.17,41.844,83.7
72610,20.17,40.001,80.0
72620,20.17,41.843,83.7
72630,20.18,41.0,82.0
72640,20.18,41.286,82.6
72650,20.18,41.009,82.0
72660,20.18,41.474,82.9
72670,20.19,40.82,81.6
72680,20.19,41.338,82.7
72690,20.19,40.798,81.6
72700,20.19,40.835,81.7
72710,20.2,41.031,82.1
72720,20.2,41.872,83.7
72730,20.2,41.393,82.8
72740,20.21,41.329,82.7
72750,20.21,40.846,81.7
72760,20.21,41.385,82.8
72770,20.21,41.154,82.3
72780,20.22,39.878,79.8
72790,20.22,41.504,83.0
72800,20.22,41.553,83.1
72810,20.23,40.838,81.7
72820,20.23,41.393,82.8
72830,20.23,41.66,83.3
72840,20.23,40.899,81.8
72850,20.24,40.898,81.8
72860,20.24,41.059,82.1
72870,20.24,40.92,81.8
72880,20.24,41.903,83.8
72890,20.25,40.594,81.2
72900,20.25,40.802,81.6
72910,20.25,41.11,82.2
72920,20.26,40.657,81.3
72930,20.26,41.379,82.8
72940,20.26,41.13,82.3
72950,20.26,40.041,80.1
72960,20.27,41.213,82.4
72970,20.27,41.653,83.3
72980,20.27,41.059,82.1
72990,20.27,41.022,82.0
73000,20.28,40.93,81.9
73010,20.28,40.955,81.9
73020,20.28,42.153,84.3
73030,20.29,40.611,81.2
73040,20.29,41.713,83.4
73050,20.29,41.531,83.1
73060,20.29,41.139,82.3
73070,20.3,41.099,82.2
73080,20.3,40.169,80.3
73090,20.3,40.706,81.4
73100,20.31,41.123,82.2
73110,20.31,40.726,81.5
73120,20.31,40.861,81.7
73130,20.31,41.747,83.5
73140,20.32,41.293,82.6
73150,20.32,41.221,82.4
73160,20.32,41.941,83.9
73170,20.32,41.528,83.1
73180,20.33,39.935,79.9
73190,20.33,41.801,83.6
73200,20.33,40.574,81.1
73210,20.34,40.851,81.7
73220,20.34,41.448,82.9
73230,20.34,40.368,80.7
73240,20.34,41.419,82.8
73250,20.35,41.045,82.1
73260,20.35,40.733,81.5
73270,20.35,41.43,82.9
73280,20.36,40.753,81.5
73290,20.36,40.7,81.4
73300,20.36,40.636,81.3
73310,20.36,40.05,80.1
73320,20.37,41.237,82.5
73330,20.37,42.066,84.1
73340,20.37,40.933,81.9
73350,20.38,40.555,81.1
73360,20.38,40.981,82.0
73370,20.38,40.533,81.1
73380,20.38,40.777,81.6
73390,20.39,40.783,81.6
73400,20.39,40.314,80.6
73410,20.39,41.521,83.0
73420,20.39,40.162,80.3
73430,20.4,40.658,81.3
73440,20.4,41.26,82.5
73450,20.4,40.405,80.8
73460,20.41,40.363,80.7
73470,20.41,42.064,84.1
73480,20.41,40.445,80.9
73490,20.41,40.913,81.8
73500,20.42,40.006,80.0
73510,20.42,41.002,82.0
73520,20.42,40.88,81.8
73530,20.43,40.141,80.3
73540,20.43,40.671,81.3
73550,20.43,40.135,80.3
73560,20.43,40.141,80.3
73570,20.44,40.527,81.1
73580,20.44,41.023,82.0
73590,20.44,40.132,80.3
73600,20.44,40.074,80.1
73610,20.45,39.783,79.6
73620,20.45,40.744,81.5
73630,20.45,40.521,81.0
73640,20.46,41.074,82.1
73650,20.46,40.16,80.3
73660,20.46,39.959,79.9
73670,20.46,40.287,80.6
73680,20.47,40.1,80.2
73690,20.47,40.644,81.3
73700,20.47,40.645,81.3
73710,20.48,40.158,80.3
73720,20.48,40.909,81.8
73730,20.48,40.407,80.8
73740,20.48,41.167,82.3
73750,20.49,41.08,82.2
73760,20.49,41.614,83.2
73770,20.49,41.514,83.0
73780,20.49,39.936,79.9
73790,20.5,39.367,78.7
73800,20.5,40.357,80.7
73810,20.5,39.48,79.0
73820,20.51,41.195,82.4
73830,20.51,40.328,80.7
73840,20.51,40.632,81.3
73850,20.51,39.653,79.3
73860,20.52,40.091,80.2
73870,20.52,40.789,81.6
73880,20.52,40.276,80.6
73890,20.52,40.143,80.3
73900,20.53,40.123,80.2
73910,20.53,40.254,80.5
73920,20.53,40.272,80.5
73930,20.54,40.258,80.5
73940,20.54,39.883,79.8
73950,20.54,40.598,81.2
73960,20.54,39.669,79.3
73970,20.55,39.938,79.9
73980,20.55,40.716,81.4
73990,20.55,41.119,82.2
74000,20.56,39.63,79.3
74010,20.56,41.334,82.7
74020,20.56,41.754,83.5
74030,20.56,40.731,81.5
74040,20.57,40.598,81.2
74050,20.57,40.49,81.0
74060,20.57,41.299,82.6
74070,20.57,40.871,81.7
74080,20.58,40.332,80.7
74090,20.58,40.031,80.1
74100,20.58,40.714,81.4
74110,20.59,40.664,81.3
74120,20.59,40.319,80.6
74130,20.59,40.352,80.7
74140,20.59,40.576,81.2
74150,20.6,40.13,80.3
74160,20.6,40.233,80.5
74170,20.6,39.579,79.2
74180,20.61,39.382,78.8
74190,20.61,39.952,79.9
74200,20.61,40.397,80.8
74210,20.61,39.767,79.5
74220,20.62,39.885,79.8
74230,20.62,41.476,83.0
74240,20.62,39.871,79.7
74250,20.62,40.554,81.1
74260,20.63,40.535,81.1
74270,20.63,40.826,81.7
74280,20.63,41.484,83.0
74290,20.64,40.555,81.1
74300,20.64,40.428,80.9
74310,20.64,39.815,79.6
74320,20.64,39.825,79.6
74330,20.65,40.93,81.9
74340,20.65,40.413,80.8
74350,20.65,39.545,79.1
74360,20.66,40.589,81.2
74370,20.66,40.289,80.6
74380,20.66,40.474,80.9
74390,20.66,41.111,82.2
74400,20.67,40.557,81.1
74410,20.67,40.386,80.8
74420,20.67,40.108,80.2
74430,20.68,40.161,80.3
74440,20.68,40.754,81.5
74450,20.68,40.741,81.5
74460,20.68,40.76,81.5
74470,20.69,41.4,82.8
74480,20.69,39.249,78.5
74490,20.69,40.931,81.9
74500,20.69,40.798,81.6
74510,20.7,39.985,80.0
74520,20.7,39.619,79.2
74530,20.7,39.251,78.5
74540,20.71,41.306,82.6
74550,20.71,39.715,79.4
74560,20.71,40.084,80.2
74570,20.71,40.45,80.9
74580,20.72,40.161,80.3
74590,20.72,40.627,81.3
74600,20.72,40.09,80.2
74610,20.73,39.774,79.5
74620,20.73,41.107,82.2
74630,20.73,41.003,82.0
74640,20.73,39.603,79.2
74650,20.74,39.916,79.8
74660,20.74,40.4,80.8
74670,20.74,40.877,81.8
74680,20.74,40.475,80.9
74690,20.75,40.43,80.9
