time_sec,hour_of_day,power_mw,irradiance_w_m2
63320,17.59,0.831,83.1
63330,17.59,0.893,89.3
63340,17.59,0.682,68.2
63350,17.6,1.046,104.6
63360,17.6,1.022,102.2
63370,17.6,0.809,80.9
63380,17.61,1.095,109.5
63390,17.61,1.079,107.9
63400,17.61,0.761,76.1
63410,17.61,1.011,101.1
63420,17.62,1.141,114.1
63430,17.62,1.047,104.7
63440,17.62,1.038,103.8
63450,17.62,1.101,110.1
63460,17.63,0.977,97.7
63470,17.63,0.469,46.9
63480,17.63,0.706,70.6
63490,17.64,0.844,84.4
63500,17.64,0.832,83.2
63510,17.64,0.824,82.4
63520,17.64,0.994,99.4
63530,17.65,0.712,71.2
63540,17.65,0.797,79.7
63550,17.65,0.623,62.3
63560,17.66,0.787,78.7
63570,17.66,0.673,67.3
63580,17.66,0.82,82.0
63590,17.66,1.01,101.0
63600,17.67,0.91,91.0
63610,17.67,0.744,74.4
63620,17.67,0.817,81.7
63630,17.68,0.744,74.4
63640,17.68,0.909,90.9
63650,17.68,0.856,85.6
63660,17.68,0.891,89.1
63670,17.69,0.486,48.6
63680,17.69,0.69,69.0
63690,17.69,0.622,62.2
63700,17.69,0.786,78.6
63710,17.7,0.769,76.9
63720,17.7,0.868,86.8
63730,17.7,0.549,54.9
63740,17.71,0.625,62.5
63750,17.71,0.442,44.2
63760,17.71,0.828,82.8
63770,17.71,0.731,73.1
63780,17.72,0.771,77.1
63790,17.72,0.476,47.6
63800,17.72,0.519,51.9
63810,17.73,0.833,83.3
63820,17.73,0.786,78.6
63830,17.73,0.396,39.6
63840,17.73,0.527,52.7
63850,17.74,0.661,66.1
63860,17.74,0.658,65.8
63870,17.74,0.48,48.0
63880,17.74,0.622,62.2
63890,17.75,0.651,65.1
63900,17.75,0.651,65.1
63910,17.75,0.6,60.0
63920,17.76,0.808,80.8
63930,17.76,0.804,80.4
63940,17.76,0.489,48.9
63950,17.76,0.61,61.0
63960,17.77,0.478,47.8
63970,17.77,0.628,62.8
63980,17.77,0.467,46.7
63990,17.77,0.693,69.3
64000,17.78,0.469,46.9
64010,17.78,0.81,81.0
64020,17.78,0.774,77.4
64030,17.79,0.776,77.6
64040,17.79,0.495,49.5
64050,17.79,0.744,74.4
64060,17.79,0.565,56.5
64070,17.8,0.467,46.7
64080,17.8,0.432,43.2
64090,17.8,0.577,57.7
64100,17.81,0.322,32.2
64110,17.81,0.617,61.7
64120,17.81,0.561,56.1
64130,17.81,0.459,45.9
64140,17.82,0.476,47.6
64150,17.82,0.384,38.4
64160,17.82,0.542,54.2
64170,17.82,0.469,46.9
64180,17.83,0.117,11.7
64190,17.83,0.503,50.3
64200,17.83,0.421,42.1
64210,17.84,0.201,20.1
64220,17.84,0.612,61.2
64230,17.84,0.432,43.2
64240,17.84,0.301,30.1
64250,17.85,0.501,50.1
64260,17.85,0.379,37.9
64270,17.85,0.397,39.7
64280,17.86,0.431,43.1
64290,17.86,0.261,26.1
64300,17.86,0.215,21.5
64310,17.86,0.294,29.4
64320,17.87,0.351,35.1
64330,17.87,0.315,31.5
64340,17.87,0.331,33.1
64350,17.88,0.416,41.6
64360,17.88,0.369,36.9
64370,17.88,0.314,31.4
64380,17.88,0.378,37.8
64390,17.89,0.459,45.9
64400,17.89,0.281,28.1
64410,17.89,0.237,23.7
64420,17.89,0.346,34.6
64430,17.9,0.232,23.2
64440,17.9,0.297,29.7
64450,17.9,0.243,24.3
64460,17.91,0.032,3.2
64470,17.91,0.269,26.9
64480,17.91,0.09,9.0
64490,17.91,0.203,20.3
64500,17.92,0.206,20.6
64510,17.92,0.322,32.2
64520,17.92,0.074,7.4
64530,17.93,0.36,36.0
64540,17.93,0.167,16.7
64550,17.93,0.237,23.7
64560,17.93,0.199,19.9
64570,17.94,0.052,5.2
64580,17.94,0.065,6.5
64590,17.94,0.223,22.3
64600,17.94,0.103,10.3
64610,17.95,0.08,8.0
64620,17.95,0.12,12.0
64630,17.95,0.126,12.6
64640,17.96,0,0
64650,17.96,0.032,3.2
64660,17.96,0.047,4.7
64670,17.96,0.123,12.3
64680,17.97,0.143,14.3
64690,17.97,0.292,29.2
64700,17.97,0.209,20.9
64710,17.98,0.142,14.2
64720,17.98,0.039,3.9
64730,17.98,0.073,7.3
64740,17.98,0.116,11.6
64750,17.99,0,0
64760,17.99,0.067,6.7
64770,17.99,0,0
64780,17.99,0.033,3.3
64790,18.0,0.02,2.0
64800,18.0,0.0,0.0
64810,18.0,0.0,0.0
64820,18.01,0.0,0.0
64830,18.01,0.0,0.0
64840,18.01,0.0,0.0
64850,18.01,0.0,0.0
64860,18.02,0.0,0.0
64870,18.02,0.0,0.0
64880,18.02,0.0,0.0
64890,18.02,0.0,0.0
64900,18.03,0.0,0.0
64910,18.03,0.0,0.0
64920,18.03,0.0,0.0
64930,18.04,0.0,0.0
64940,18.04,0.0,0.0
64950,18.04,0.0,0.0
64960,18.04,0.0,0.0
64970,18.05,0.0,0.0
64980,18.05,0.0,0.0
64990,18.05,0.0,0.0
65000,18.06,0.0,0.0
65010,18.06,0.0,0.0
65020,18.06,0.0,0.0
65030,18.06,0.0,0.0
65040,18.07,0.0,0.0
65050,18.07,0.0,0.0
65060,18.07,0.0,0.0
65070,18.07,0.0,0.0
65080,18.08,0.0,0.0
65090,18.08,0.0,0.0
65100,18.08,0.0,0.0
65110,18.09,0.0,0.0
65120,18.09,0.0,0.0
65130,18.09,0.0,0.0
65140,18.09,0.0,0.0
65150,18.1,0.0,0.0
65160,18.1,0.0,0.0
65170,18.1,0.0,0.0
65180,18.11,0.0,0.0
65190,18.11,0.0,0.0
65200,18.11,0.0,0.0
65210,18.11,0.0,0.0
65220,18.12,0.0,0.0
65230,18.12,0.0,0.0
65240,18.12,0.0,0.0
65250,18.12,0.0,0.0
65260,18.13,0.0,0.0
65270,18.13,0.0,0.0
65280,18.13,0.0,0.0
65290,18.14,0.0,0.0
65300,18.14,0.0,0.0
65310,18.14,0.0,0.0
65320,18.14,0.0,0.0
65330,18.15,0.0,0.0
65340,18.15,0.0,0.0
65350,18.15,0.0,0.0
65360,18.16,0.0,0.0
65370,18.16,0.0,0.0
65380,18.16,0.0,0.0
65390,18.16,0.0,0.0
65400,18.17,0.0,0.0
65410,18.17,0.0,0.0
65420,18.17,0.0,0.0
65430,18.18,0.0,0.0
65440,18.18,0.0,0.0
65450,18.18,0.0,0.0
65460,18.18,0.0,0.0
65470,18.19,0.0,0.0
65480,18.19,0.0,0.0
65490,18.19,0.0,0.0
65500,18.19,0.0,0.0
65510,18.2,0.0,0.0
65520,18.2,0.0,0.0
65530,18.2,0.0,0.0
65540,18.21,0.0,0.0
65550,18.21,0.0,0.0
65560,18.21,0.0,0.0
65570,18.21,0.0,0.0
65580,18.22,0.0,0.0
65590,18.22,0.0,0.0
65600,18.22,0.0,0.0
65610,18.23,0.0,0.0
65620,18.23,0.0,0.0
65630,18.23,0.0,0.0
65640,18.23,0.0,0.0
65650,18.24,0.0,0.0
65660,18.24,0.0,0.0
65670,18.24,0.0,0.0
65680,18.24,0.0,0.0
65690,18.25,0.0,0.0
65700,18.25,0.0,0.0
65710,18.25,0.0,0.0
65720,18.26,0.0,0.0
65730,18.26,0.0,0.0
65740,18.26,0.0,0.0
65750,18.26,0.0,0.0
65760,18.27,0.0,0.0
65770,18.27,0.0,0.0
65780,18.27,0.0,0.0
65790,18.27,0.0,0.0
65800,18.28,0.0,0.0
65810,18.28,0.0,0.0
65820,18.28,0.0,0.0
65830,18.29,0.0,0.0
65840,18.29,0.0,0.0
65850,18.29,0.0,0.0
65860,18.29,0.0,0.0
65870,18.3,0.0,0.0
65880,18.3,0.0,0.0
65890,18.3,0.0,0.0
65900,18.31,0.0,0.0
65910,18.31,0.0,0.0
65920,18.31,0.0,0.0
65930,18.31,0.0,0.0
65940,18.32,0.0,0.0
65950,18.32,0.0,0.0
65960,18.32,0.0,0.0
65970,18.32,0.0,0.0
65980,18.33,0.0,0.0
65990,18.33,0.0,0.0
66000,18.33,0.0,0.0
66010,18.34,0.0,0.0
66020,18.34,0.0,0.0
66030,18.34,0.0,0.0
66040,18.34,0.0,0.0
66050,18.35,0.0,0.0
66060,18.35,0.0,0.0
66070,18.35,0.0,0.0
66080,18.36,0.0,0.0
66090,18.36,0.0,0.0
66100,18.36,0.0,0.0
66110,18.36,0.0,0.0
66120,18.37,0.0,0.0
66130,18.37,0.0,0.0
66140,18.37,0.0,0.0
66150,18.38,0.0,0.0
66160,18.38,0.0,0.0
66170,18.38,0.0,0.0
66180,18.38,0.0,0.0
66190,18.39,0.0,0.0
66200,18.39,0.0,0.0
66210,18.39,0.0,0.0
66220,18.39,0.0,0.0
66230,18.4,0.0,0.0
66240,18.4,0.0,0.0
66250,18.4,0.0,0.0
66260,18.41,0.0,0.0
66270,18.41,0.0,0.0
66280,18.41,0.0,0.0
66290,18.41,0.0,0.0
66300,18.42,0.0,0.0
66310,18.42,0.0,0.0
66320,18.42,0.0,0.0
66330,18.43,0.0,0.0
66340,18.43,0.0,0.0
66350,18.43,0.0,0.0
66360,18.43,0.0,0.0
66370,18.44,0.0,0.0
66380,18.44,0.0,0.0
66390,18.44,0.0,0.0
66400,18.44,0.0,0.0
66410,18.45,0.0,0.0
66420,18.45,0.0,0.0
66430,18.45,0.0,0.0
66440,18.46,0.0,0.0
66450,18.46,0.0,0.0
66460,18.46,0.0,0.0
66470,18.46,0.0,0.0
66480,18.47,0.0,0.0
66490,18.47,0.0,0.0
66500,18.47,0.0,0.0
66510,18.48,0.0,0.0
66520,18.48,0.0,0.0
66530,18.48,0.0,0.0
66540,18.48,0.0,0.0
66550,18.49,0.0,0.0
66560,18.49,0.0,0.0
66570,18.49,0.0,0.0
66580,18.49,0.0,0.0
66590,18.5,0.0,0.0
66600,18.5,0.0,0.0
66610,18.5,0.0,0.0
66620,18.51,0.0,0.0
66630,18.51,0.0,0.0
66640,18.51,0.0,0.0
66650,18.51,0.0,0.0
66660,18.52,0.0,0.0
66670,18.52,0.0,0.0
66680,18.52,0.0,0.0
66690,18.52,0.0,0.0
66700,18.53,0.0,0.0
66710,18.53,0.0,0.0
66720,18.53,0.0,0.0
66730,18.54,0.0,0.0
66740,18.54,0.0,0.0
66750,18.54,0.0,0.0
66760,18.54,0.0,0.0
66770,18.55,0.0,0.0
66780,18.55,0.0,0.0
66790,18.55,0.0,0.0
66800,18.56,0.0,0.0
66810,18.56,0.0,0.0
66820,18.56,0.0,0.0
66830,18.56,0.0,0.0
66840,18.57,0.0,0.0
66850,18.57,0.0,0.0
66860,18.57,0.0,0.0
66870,18.57,0.0,0.0
66880,18.58,0.0,0.0
66890,18.58,0.0,0.0
66900,18.58,0.0,0.0
66910,18.59,0.0,0.0
66920,18.59,0.0,0.0
66930,18.59,0.0,0.0
66940,18.59,0.0,0.0
66950,18.6,0.0,0.0
66960,18.6,0.0,0.0
66970,18.6,0.0,0.0
66980,18.61,0.0,0.0
66990,18.61,0.0,0.0
67000,18.61,0.0,0.0
67010,18.61,0.0,0.0
67020,18.62,0.0,0.0
67030,18.62,0.0,0.0
67040,18.62,0.0,0.0
67050,18.62,0.0,0.0
67060,18.63,0.0,0.0
67070,18.63,0.0,0.0
67080,18.63,0.0,0.0
67090,18.64,0.0,0.0
67100,18.64,0.0,0.0
67110,18.64,0.0,0.0
67120,18.64,0.0,0.0
67130,18.65,0.0,0.0
67140,18.65,0.0,0.0
67150,18.65,0.0,0.0
67160,18.66,0.0,0.0
67170,18.66,0.0,0.0
67180,18.66,0.0,0.0
67190,18.66,0.0,0.0
67200,18.67,0.0,0.0
67210,18.67,0.0,0.0
67220,18.67,0.0,0.0
67230,18.68,0.0,0.0
67240,18.68,0.0,0.0
67250,18.68,0.0,0.0
67260,18.68,0.0,0.0
67270,18.69,0.0,0.0
67280,18.69,0.0,0.0
67290,18.69,0.0,0.0
67300,18.69,0.0,0.0
67310,18.7,0.0,0.0
67320,18.7,0.0,0.0
67330,18.7,0.0,0.0
67340,18.71,0.0,0.0
67350,18.71,0.0,0.0
67360,18.71,0.0,0.0
67370,18.71,0.0,0.0
67380,18.72,0.0,0.0
67390,18.72,0.0,0.0
67400,18.72,0.0,0.0
67410,18.73,0.0,0.0
67420,18.73,0.0,0.0
67430,18.73,0.0,0.0
67440,18.73,0.0,0.0
67450,18.74,0.0,0.0
67460,18.74,0.0,0.0
67470,18.74,0.0,0.0
67480,18.74,0.0,0.0
67490,18.75,0.0,0.0
67500,18.75,0.0,0.0
67510,18.75,0.0,0.0
67520,18.76,0.0,0.0
67530,18.76,0.0,0.0
67540,18.76,0.0,0.0
67550,18.76,0.0,0.0
67560,18.77,0.0,0.0
67570,18.77,0.0,0.0
67580,18.77,0.0,0.0
67590,18.77,0.0,0.0
67600,18.78,0.0,0.0
67610,18.78,0.0,0.0
67620,18.78,0.0,0.0
67630,18.79,0.0,0.0
67640,18.79,0.0,0.0
67650,18.79,0.0,0.0
67660,18.79,0.0,0.0
67670,18.8,0.0,0.0
67680,18.8,0.0,0.0
67690,18.8,0.0,0.0
67700,18.81,0.0,0.0
67710,18.81,0.0,0.0
67720,18.81,0.0,0.0
67730,18.81,0.0,0.0
67740,18.82,0.0,0.0
67750,18.82,0.0,0.0
67760,18.82,0.0,0.0
67770,18.82,0.0,0.0
67780,18.83,0.0,0.0
67790,18.83,0.0,0.0
67800,18.83,0.0,0.0
67810,18.84,0.0,0.0
67820,18.84,0.0,0.0
67830,18.84,0.0,0.0
67840,18.84,0.0,0.0
67850,18.85,0.0,0.0
67860,18.85,0.0,0.0
67870,18.85,0.0,0.0
67880,18.86,0.0,0.0
67890,18.86,0.0,0.0
67900,18.86,0.0,0.0
67910,18.86,0.0,0.0
67920,18.87,0.0,0.0
67930,18.87,0.0,0.0
67940,18.87,0.0,0.0
67950,18.88,0.0,0.0
67960,18.88,0.0,0.0
67970,18.88,0.0,0.0
67980,18.88,0.0,0.0
67990,18.89,0.0,0.0
68000,18.89,0.0,0.0
68010,18.89,0.0,0.0
68020,18.89,0.0,0.0
68030,18.9,0.0,0.0
68040,18.9,0.0,0.0
68050,18.9,0.0,0.0
68060,18.91,0.0,0.0
68070,18.91,0.0,0.0
68080,18.91,0.0,0.0
68090,18.91,0.0,0.0
68100,18.92,0.0,0.0
68110,18.92,0.0,0.0
68120,18.92,0.0,0.0
68130,18.93,0.0,0.0
68140,18.93,0.0,0.0
68150,18.93,0.0,0.0
68160,18.93,0.0,0.0
68170,18.94,0.0,0.0
68180,18.94,0.0,0.0
68190,18.94,0.0,0.0
68200,18.94,0.0,0.0
68210,18.95,0.0,0.0
68220,18.95,0.0,0.0
68230,18.95,0.0,0.0
68240,18.96,0.0,0.0
68250,18.96,0.0,0.0
68260,18.96,0.0,0.0
68270,18.96,0.0,0.0
68280,18.97,0.0,0.0
68290,18.97,0.0,0.0
68300,18.97,0.0,0.0
68310,18.98,0.0,0.0
68320,18.98,0.0,0.0
68330,18.98,0.0,0.0
68340,18.98,0.0,0.0
68350,18.99,0.0,0.0
68360,18.99,0.0,0.0
68370,18.99,0.0,0.0
68380,18.99,0.0,0.0
68390,19.0,0.0,0.0
68400,19.0,0.0,0.0
68410,19.0,0.0,0.0
68420,19.01,0.0,0.0
68430,19.01,0.0,0.0
68440,19.01,0.0,0.0
68450,19.01,0.0,0.0
68460,19.02,0.0,0.0
68470,19.02,0.0,0.0
68480,19.02,0.0,0.0
68490,19.02,0.0,0.0
68500,19.03,0.0,0.0
68510,19.03,0.0,0.0
68520,19.03,0.0,0.0
68530,19.04,0.0,0.0
68540,19.04,0.0,0.0
68550,19.04,0.0,0.0
68560,19.04,0.0,0.0
68570,19.05,0.0,0.0
68580,19.05,0.0,0.0
68590,19.05,0.0,0.0
68600,19.06,0.0,0.0
68610,19.06,0.0,0.0
68620,19.06,0.0,0.0
68630,19.06,0.0,0.0
68640,19.07,0.0,0.0
68650,19.07,0.0,0.0
68660,19.07,0.0,0.0
68670,19.07,0.0,0.0
68680,19.08,0.0,0.0
68690,19.08,0.0,0.0
68700,19.08,0.0,0.0
68710,19.09,0.0,0.0
68720,19.09,0.0,0.0
68730,19.09,0.0,0.0
68740,19.09,0.0,0.0
68750,19.1,0.0,0.0
68760,19.1,0.0,0.0
68770,19.1,0.0,0.0
68780,19.11,0.0,0.0
68790,19.11,0.0,0.0
68800,19.11,0.0,0.0
68810,19.11,0.0,0.0
68820,19.12,0.0,0.0
68830,19.12,0.0,0.0
68840,19.12,0.0,0.0
68850,19.12,0.0,0.0
68860,19.13,0.0,0.0
68870,19.13,0.0,0.0
68880,19.13,0.0,0.0
68890,19.14,0.0,0.0
68900,19.14,0.0,0.0
68910,19.14,0.0,0.0
68920,19.14,0.0,0.0
68930,19.15,0.0,0.0
68940,19.15,0.0,0.0
68950,19.15,0.0,0.0
68960,19.16,0.0,0.0
68970,19.16,0.0,0.0
68980,19.16,0.0,0.0
68990,19.16,0.0,0.0
69000,19.17,0.0,0.0
69010,19.17,0.0,0.0
69020,19.17,0.0,0.0
69030,19.18,0.0,0.0
69040,19.18,0.0,0.0
69050,19.18,0.0,0.0
69060,19.18,0.0,0.0
69070,19.19,0.0,0.0
69080,19.19,0.0,0.0
69090,19.19,0.0,0.0
69100,19.19,0.0,0.0
69110,19.2,0.0,0.0
69120,19.2,0.0,0.0
69130,19.2,0.0,0.0
69140,19.21,0.0,0.0
69150,19.21,0.0,0.0
69160,19.21,0.0,0.0
69170,19.21,0.0,0.0
69180,19.22,0.0,0.0
69190,19.22,0.0,0.0
69200,19.22,0.0,0.0
69210,19.23,0.0,0.0
69220,19.23,0.0,0.0
69230,19.23,0.0,0.0
69240,19.23,0.0,0.0
69250,19.24,0.0,0.0
69260,19.24,0.0,0.0
69270,19.24,0.0,0.0
69280,19.24,0.0,0.0
69290,19.25,0.0,0.0
69300,19.25,0.0,0.0
69310,19.25,0.0,0.0
69320,19.26,0.0,0.0
69330,19.26,0.0,0.0
69340,19.26,0.0,0.0
69350,19.26,0.0,0.0
69360,19.27,0.0,0.0
69370,19.27,0.0,0.0
69380,19.27,0.0,0.0
69390,19.27,0.0,0.0
69400,19.28,0.0,0.0
69410,19.28,0.0,0.0
69420,19.28,0.0,0.0
69430,19.29,0.0,0.0
69440,19.29,0.0,0.0
69450,19.29,0.0,0.0
69460,19.29,0.0,0.0
69470,19.3,0.0,0.0
69480,19.3,0.0,0.0
69490,19.3,0.0,0.0
69500,19.31,0.0,0.0
69510,19.31,0.0,0.0
69520,19.31,0.0,0.0
69530,19.31,0.0,0.0
69540,19.32,0.0,0.0
69550,19.32,0.0,0.0
69560,19.32,0.0,0.0
69570,19.32,0.0,0.0
69580,19.33,0.0,0.0
69590,19.33,0.0,0.0
69600,19.33,0.0,0.0
69610,19.34,0.0,0.0
69620,19.34,0.0,0.0
69630,19.34,0.0,0.0
69640,19.34,0.0,0.0
69650,19.35,0.0,0.0
69660,19.35,0.0,0.0
69670,19.35,0.0,0.0
69680,19.36,0.0,0.0
69690,19.36,0.0,0.0
69700,19.36,0.0,0.0
69710,19.36,0.0,0.0
69720,19.37,0.0,0.0
69730,19.37,0.0,0.0
69740,19.37,0.0,0.0
69750,19.38,0.0,0.0
69760,19.38,0.0,0.0
69770,19.38,0.0,0.0
69780,19.38,0.0,0.0
69790,19.39,0.0,0.0
69800,19.39,0.0,0.0
69810,19.39,0.0,0.0
69820,19.39,0.0,0.0
69830,19.4,0.0,0.0
69840,19.4,0.0,0.0
69850,19.4,0.0,0.0
69860,19.41,0.0,0.0
69870,19.41,0.0,0.0
69880,19.41,0.0,0.0
69890,19.41,0.0,0.0
69900,19.42,0.0,0.0
69910,19.42,0.0,0.0
69920,19.42,0.0,0.0
69930,19.43,0.0,0.0
69940,19.43,0.0,0.0
69950,19.43,0.0,0.0
69960,19.43,0.0,0.0
69970,19.44,0.0,0.0
69980,19.44,0.0,0.0
69990,19.44,0.0,0.0
70000,19.44,0.0,0.0
70010,19.45,0.0,0.0
70020,19.45,0.0,0.0
70030,19.45,0.0,0.0
70040,19.46,0.0,0.0
70050,19.46,0.0,0.0
70060,19.46,0.0,0.0
70070,19.46,0.0,0.0
70080,19.47,0.0,0.0
70090,19.47,0.0,0.0
70100,19.47,0.0,0.0
70110,19.48,0.0,0.0
70120,19.48,0.0,0.0
70130,19.48,0.0,0.0
70140,19.48,0.0,0.0
70150,19.49,0.0,0.0
70160,19.49,0.0,0.0
70170,19.49,0.0,0.0
70180,19.49,0.0,0.0
70190,19.5,0.0,0.0
70200,19.5,0.0,0.0
70210,19.5,0.0,0.0
70220,19.51,0.0,0.0
70230,19.51,0.0,0.0
70240,19.51,0.0,0.0
70250,19.51,0.0,0.0
70260,19.52,0.0,0.0
70270,19.52,0.0,0.0
70280,19.52,0.0,0.0
70290,19.52,0.0,0.0
70300,19.53,0.0,0.0
70310,19.53,0.0,0.0
70320,19.53,0.0,0.0
70330,19.54,0.0,0.0
70340,19.54,0.0,0.0
70350,19.54,0.0,0.0
70360,19.54,0.0,0.0
70370,19.55,0.0,0.0
70380,19.55,0.0,0.0
70390,19.55,0.0,0.0
70400,19.56,0.0,0.0
70410,19.56,0.0,0.0
70420,19.56,0.0,0.0
70430,19.56,0.0,0.0
70440,19.57,0.0,0.0
70450,19.57,0.0,0.0
70460,19.57,0.0,0.0
70470,19.57,0.0,0.0
70480,19.58,0.0,0.0
70490,19.58,0.0,0.0
70500,19.58,0.0,0.0
70510,19.59,0.0,0.0
70520,19.59,0.0,0.0
70530,19.59,0.0,0.0
70540,19.59,0.0,0.0
70550,19.6,0.0,0.0
70560,19.6,0.0,0.0
70570,19.6,0.0,0.0
70580,19.61,0.0,0.0
70590,19.61,0.0,0.0
70600,19.61,0.0,0.0
70610,19.61,0.0,0.0
70620,19.62,0.0,0.0
70630,19.62,0.0,0.0
70640,19.62,0.0,0.0
70650,19.62,0.0,0.0
70660,19.63,0.0,0.0
70670,19.63,0.0,0.0
70680,19.63,0.0,0.0
70690,19.64,0.0,0.0
70700,19.64,0.0,0.0
70710,19.64,0.0,0.0
70720,19.64,0.0,0.0
70730,19.65,0.0,0.0
70740,19.65,0.0,0.0
70750,19.65,0.0,0.0
70760,19.66,0.0,0.0
70770,19.66,0.0,0.0
70780,19.66,0.0,0.0
70790,19.66,0.0,0.0
70800,19.67,0.0,0.0
70810,19.67,0.0,0.0
70820,19.67,0.0,0.0
70830,19.68,0.0,0.0
70840,19.68,0.0,0.0
70850,19.68,0.0,0.0
70860,19.68,0.0,0.0
70870,19.69,0.0,0.0
70880,19.69,0.0,0.0
70890,19.69,0.0,0.0
70900,19.69,0.0,0.0
70910,19.7,0.0,0.0
70920,19.7,0.0,0.0
70930,19.7,0.0,0.0
70940,19.71,0.0,0.0
70950,19.71,0.0,0.0
70960,19.71,0.0,0.0
70970,19.71,0.0,0.0
70980,19.72,0.0,0.0
70990,19.72,0.0,0.0
71000,19.72,0.0,0.0
71010,19.73,0.0,0.0
71020,19.73,0.0,0.0
71030,19.73,0.0,0.0
71040,19.73,0.0,0.0
71050,19.74,0.0,0.0
71060,19.74,0.0,0.0
71070,19.74,0.0,0.0
71080,19.74,0.0,0.0
71090,19.75,0.0,0.0
71100,19.75,0.0,0.0
71110,19.75,0.0,0.0
71120,19.76,0.0,0.0
71130,19.76,0.0,0.0
71140,19.76,0.0,0.0
71150,19.76,0.0,0.0
71160,19.77,0.0,0.0
71170,19.77,0.0,0.0
71180,19.77,0.0,0.0
71190,19.77,0.0,0.0
71200,19.78,0.0,0.0
71210,19.78,0.0,0.0
71220,19.78,0.0,0.0
71230,19.79,0.0,0.0
71240,19.79,0.0,0.0
71250,19.79,0.0,0.0
71260,19.79,0.0,0.0
71270,19.8,0.0,0.0
71280,19.8,0.0,0.0
71290,19.8,0.0,0.0
71300,19.81,0.0,0.0
71310,19.81,0.0,0.0
71320,19.81,0.0,0.0
71330,19.81,0.0,0.0
71340,19.82,0.0,0.0
71350,19.82,0.0,0.0
71360,19.82,0.0,0.0
71370,19.82,0.0,0.0
71380,19.83,0.0,0.0
71390,19.83,0.0,0.0
71400,19.83,0.0,0.0
71410,19.84,0.0,0.0
71420,19.84,0.0,0.0
71430,19.84,0.0,0.0
71440,19.84,0.0,0.0
71450,19.85,0.0,0.0
71460,19.85,0.0,0.0
71470,19.85,0.0,0.0
71480,19.86,0.0,0.0
71490,19.86,0.0,0.0
71500,19.86,0.0,0.0
71510,19.86,0.0,0.0
71520,19.87,0.0,0.0
71530,19.87,0.0,0.0
71540,19.87,0.0,0.0
71550,19.88,0.0,0.0
71560,19.88,0.0,0.0
71570,19.88,0.0,0.0
71580,19.88,0.0,0.0
71590,19.89,0.0,0.0
71600,19.89,0.0,0.0
71610,19.89,0.0,0.0
71620,19.89,0.0,0.0
71630,19.9,0.0,0.0
71640,19.9,0.0,0.0
71650,19.9,0.0,0.0
71660,19.91,0.0,0.0
71670,19.91,0.0,0.0
71680,19.91,0.0,0.0
71690,19.91,0.0,0.0
71700,19.92,0.0,0.0
71710,19.92,0.0,0.0
71720,19.92,0.0,0.0
71730,19.93,0.0,0.0
71740,19.93,0.0,0.0
71750,19.93,0.0,0.0
71760,19.93,0.0,0.0
71770,19.94,0.0,0.0
71780,19.94,0.0,0.0
71790,19.94,0.0,0.0
71800,19.94,0.0,0.0
71810,19.95,0.0,0.0
71820,19.95,0.0,0.0
71830,19.95,0.0,0.0
71840,19.96,0.0,0.0
71850,19.96,0.0,0.0
71860,19.96,0.0,0.0
71870,19.96,0.0,0.0
71880,19.97,0.0,0.0
71890,19.97,0.0,0.0
71900,19.97,0.0,0.0
71910,19.98,0.0,0.0
71920,19.98,0.0,0.0
71930,19.98,0.0,0.0
71940,19.98,0.0,0.0
71950,19.99,0.0,0.0
71960,19.99,0.0,0.0
71970,19.99,0.0,0.0
71980,19.99,0.0,0.0
71990,20.0,0.0,0.0
72000,20.0,0.0,0.0
72010,20.0,0.0,0.0
72020,20.01,0.0,0.0
72030,20.01,0.0,0.0
72040,20.01,0.0,0.0
72050,20.01,0.0,0.0
72060,20.02,0.0,0.0
72070,20.02,0.0,0.0
72080,20.02,0.0,0.0
72090,20.02,0.0,0.0
72100,20.03,0.0,0.0
72110,20.03,0.0,0.0
72120,20.03,0.0,0.0
72130,20.04,0.0,0.0
72140,20.04,0.0,0.0
72150,20.04,0.0,0.0
72160,20.04,0.0,0.0
72170,20.05,0.0,0.0
72180,20.05,0.0,0.0
72190,20.05,0.0,0.0
72200,20.06,0.0,0.0
72210,20.06,0.0,0.0
72220,20.06,0.0,0.0
72230,20.06,0.0,0.0
72240,20.07,0.0,0.0
72250,20.07,0.0,0.0
72260,20.07,0.0,0.0
72270,20.07,0.0,0.0
72280,20.08,0.0,0.0
72290,20.08,0.0,0.0
72300,20.08,0.0,0.0
72310,20.09,0.0,0.0
72320,20.09,0.0,0.0
72330,20.09,0.0,0.0
72340,20.09,0.0,0.0
72350,20.1,0.0,0.0
72360,20.1,0.0,0.0
72370,20.1,0.0,0.0
72380,20.11,0.0,0.0
72390,20.11,0.0,0.0
72400,20.11,0.0,0.0
72410,20.11,0.0,0.0
72420,20.12,0.0,0.0
72430,20.12,0.0,0.0
72440,20.12,0.0,0.0
72450,20.12,0.0,0.0
72460,20.13,0.0,0.0
72470,20.13,0.0,0.0
72480,20.13,0.0,0.0
72490,20.14,0.0,0.0
72500,20.14,0.0,0.0
72510,20.14,0.0,0.0
72520,20.14,0.0,0.0
72530,20.15,0.0,0.0
72540,20.15,0.0,0.0
72550,20.15,0.0,0.0
72560,20.16,0.0,0.0
72570,20.16,0.0,0.0
72580,20.16,0.0,0.0
72590,20.16,0.0,0.0
72600,20.17,0.0,0.0
72610,20.17,0.0,0.0
72620,20.17,0.0,0.0
72630,20.18,0.0,0.0
